"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.95,4.04,"rcp85",2075,2105,2090,1990,"relative","ACCESS1-0"
3.78,2.65,"rcp85",2075,2105,2090,1990,"relative","ACCESS1-0"
3.7,2.18,"rcp85",2075,2105,2090,1990,"relative","ACCESS1-0"
3.32,2.03,"rcp85",2075,2105,2090,1990,"relative","ACCESS1-0"
2.49,0.99,"rcp85",2075,2105,2090,1990,"relative","ACCESS1-0"
2.47,1.86,"rcp85",2075,2105,2090,1990,"relative","ACCESS1-0"
2.33,3.67,"rcp85",2075,2105,2090,1990,"relative","ACCESS1-0"
2.71,5.08,"rcp85",2075,2105,2090,1990,"relative","ACCESS1-0"
2.22,3.54,"rcp85",2075,2105,2090,1990,"relative","ACCESS1-0"
2.91,2.64,"rcp85",2075,2105,2090,1990,"relative","ACCESS1-0"
3.9,3.32,"rcp85",2075,2105,2090,1990,"relative","ACCESS1-0"
5.03,4.28,"rcp85",2075,2105,2090,1990,"relative","ACCESS1-0"
