"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
5.05,4.59,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
6.28,6.41,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
5.09,5.13,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.18,4.09,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.01,4.05,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.59,4.63,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.79,5.09,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.91,4.64,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
5.58,6.15,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.98,5.23,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
4.34,4.38,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
5.13,4.76,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
