"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.01,1.5,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.47,1.98,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.82,2.55,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
0.98,2.9,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
-0.32,2.8,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
-0.43,3.28,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
-0.05,3.56,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
0.91,3.86,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
-0.05,2.77,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
0.17,1.98,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
0.66,1.86,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
1.5,2.16,"rcp85",2035,2065,2050,1990,"relative","CCSM4"
