"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.43,1.38,"rcp45",2075,2105,2090,1990,"relative","GFDL-ESM2M"
1.1,0.01,"rcp45",2075,2105,2090,1990,"relative","GFDL-ESM2M"
0.88,-0.77,"rcp45",2075,2105,2090,1990,"relative","GFDL-ESM2M"
0.66,-1.14,"rcp45",2075,2105,2090,1990,"relative","GFDL-ESM2M"
-0.52,-2.55,"rcp45",2075,2105,2090,1990,"relative","GFDL-ESM2M"
-1.23,-3,"rcp45",2075,2105,2090,1990,"relative","GFDL-ESM2M"
-1.61,-3.35,"rcp45",2075,2105,2090,1990,"relative","GFDL-ESM2M"
-0.79,-2.43,"rcp45",2075,2105,2090,1990,"relative","GFDL-ESM2M"
-0.58,-2.02,"rcp45",2075,2105,2090,1990,"relative","GFDL-ESM2M"
0.5,-0.6,"rcp45",2075,2105,2090,1990,"relative","GFDL-ESM2M"
1.24,0.28,"rcp45",2075,2105,2090,1990,"relative","GFDL-ESM2M"
1.22,0.48,"rcp45",2075,2105,2090,1990,"relative","GFDL-ESM2M"
