"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.08,1.88,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2M"
0.75,0.81,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2M"
0.79,0.55,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.34,1.1,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2M"
0.63,0.29,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2M"
0.33,0.25,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2M"
0.49,0.52,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.34,1.48,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1,1.2,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.53,1.76,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.49,1.57,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.21,1.34,"rcp45",2070,2100,2085,1990,"relative","GFDL-ESM2M"
