"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.94,2.1,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
2.52,2.55,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
1.86,1.82,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
1.39,1.61,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
1.99,2.2,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
3.46,3.99,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
2.99,3.43,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
2.99,3.31,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
3.92,4.62,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
2.93,3.52,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
1.71,2.26,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
1.23,1.55,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
