"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.48,2.07,"rcp45",2075,2105,2090,1990,"relative","MIROC-ESM"
3.22,1.29,"rcp45",2075,2105,2090,1990,"relative","MIROC-ESM"
2.09,-1,"rcp45",2075,2105,2090,1990,"relative","MIROC-ESM"
1.53,-1.71,"rcp45",2075,2105,2090,1990,"relative","MIROC-ESM"
0.58,-2.86,"rcp45",2075,2105,2090,1990,"relative","MIROC-ESM"
0.21,-3.75,"rcp45",2075,2105,2090,1990,"relative","MIROC-ESM"
0.72,-3.38,"rcp45",2075,2105,2090,1990,"relative","MIROC-ESM"
0.96,-2.62,"rcp45",2075,2105,2090,1990,"relative","MIROC-ESM"
1.17,-1.82,"rcp45",2075,2105,2090,1990,"relative","MIROC-ESM"
1.47,-1.33,"rcp45",2075,2105,2090,1990,"relative","MIROC-ESM"
2.4,0.39,"rcp45",2075,2105,2090,1990,"relative","MIROC-ESM"
2.81,0.96,"rcp45",2075,2105,2090,1990,"relative","MIROC-ESM"
