"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.85,0.59,"rcp45",2075,2105,2090,1990,"relative","CCSM4"
2.32,1.08,"rcp45",2075,2105,2090,1990,"relative","CCSM4"
2.21,0.28,"rcp45",2075,2105,2090,1990,"relative","CCSM4"
0.85,-0.9,"rcp45",2075,2105,2090,1990,"relative","CCSM4"
0.13,-1.33,"rcp45",2075,2105,2090,1990,"relative","CCSM4"
-0.11,-1.14,"rcp45",2075,2105,2090,1990,"relative","CCSM4"
-0.51,-1.51,"rcp45",2075,2105,2090,1990,"relative","CCSM4"
0.44,-0.44,"rcp45",2075,2105,2090,1990,"relative","CCSM4"
0.18,-1.13,"rcp45",2075,2105,2090,1990,"relative","CCSM4"
0.55,-0.84,"rcp45",2075,2105,2090,1990,"relative","CCSM4"
1.69,0.56,"rcp45",2075,2105,2090,1990,"relative","CCSM4"
1.93,0.94,"rcp45",2075,2105,2090,1990,"relative","CCSM4"
