"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.31,1.41,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.96,0.95,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.88,0.91,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.73,0.97,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.95,1.15,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.5,0.72,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.4,1.54,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.06,1.16,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.52,1.79,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.83,0.93,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.32,0.49,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.53,0.61,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
