"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.64,2.29,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.79,2.6,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.18,1.77,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
1.95,1.7,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.36,2.15,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.5,2.3,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.7,2.19,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.86,2.83,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.64,3.08,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.26,2.11,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.7,2.15,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
1.89,1.46,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
