"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.78,2.58,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.15,1.69,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
1.87,1.15,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
1.85,1.6,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.42,2.51,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.54,2.74,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
3.18,4.26,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
3.28,4.23,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.74,3.14,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.6,2.48,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.46,2.44,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.87,2.51,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
