"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.47,1.91,"rcp45",2075,2105,2090,1990,"relative","GFDL-CM3"
3.14,1.26,"rcp45",2075,2105,2090,1990,"relative","GFDL-CM3"
2.23,-0.14,"rcp45",2075,2105,2090,1990,"relative","GFDL-CM3"
1.5,-1.2,"rcp45",2075,2105,2090,1990,"relative","GFDL-CM3"
-0.42,-3.54,"rcp45",2075,2105,2090,1990,"relative","GFDL-CM3"
-1.27,-3.97,"rcp45",2075,2105,2090,1990,"relative","GFDL-CM3"
-0.99,-3.11,"rcp45",2075,2105,2090,1990,"relative","GFDL-CM3"
-0.05,-2.41,"rcp45",2075,2105,2090,1990,"relative","GFDL-CM3"
0.27,-0.02,"rcp45",2075,2105,2090,1990,"relative","GFDL-CM3"
0.89,0.25,"rcp45",2075,2105,2090,1990,"relative","GFDL-CM3"
2.11,1.43,"rcp45",2075,2105,2090,1990,"relative","GFDL-CM3"
3.28,2.6,"rcp45",2075,2105,2090,1990,"relative","GFDL-CM3"
