"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.37,3.35,"rcp85",2075,2105,2090,1990,"relative","BNU-ESM"
3.73,2.46,"rcp85",2075,2105,2090,1990,"relative","BNU-ESM"
2.46,0.8,"rcp85",2075,2105,2090,1990,"relative","BNU-ESM"
2.45,0.65,"rcp85",2075,2105,2090,1990,"relative","BNU-ESM"
1.99,0.66,"rcp85",2075,2105,2090,1990,"relative","BNU-ESM"
2.17,0.96,"rcp85",2075,2105,2090,1990,"relative","BNU-ESM"
3.18,1.87,"rcp85",2075,2105,2090,1990,"relative","BNU-ESM"
3.77,2.27,"rcp85",2075,2105,2090,1990,"relative","BNU-ESM"
3.34,2.36,"rcp85",2075,2105,2090,1990,"relative","BNU-ESM"
3.21,2.02,"rcp85",2075,2105,2090,1990,"relative","BNU-ESM"
4.09,2.79,"rcp85",2075,2105,2090,1990,"relative","BNU-ESM"
3.69,2.72,"rcp85",2075,2105,2090,1990,"relative","BNU-ESM"
