"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.11,1.7,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.23,2.02,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
1.23,1.28,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
1.18,0.93,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
1.18,1.11,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
1.21,2.12,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.07,4.48,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.91,5.89,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3,5.01,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.15,3.17,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.88,3.11,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.06,1.93,"rcp45",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
