"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.84,2.38,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
3.71,3.54,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
3.51,3.39,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
1.94,1.72,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
1.31,0.87,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
1.96,1.57,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.26,1.98,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.57,2.02,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.9,3.04,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.98,3.11,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2,2.04,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.77,2.4,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
