"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
5.21,3.95,"rcp85",2075,2105,2090,1990,"relative","MIROC-ESM"
5.17,3.69,"rcp85",2075,2105,2090,1990,"relative","MIROC-ESM"
3.94,1.35,"rcp85",2075,2105,2090,1990,"relative","MIROC-ESM"
2.76,0.34,"rcp85",2075,2105,2090,1990,"relative","MIROC-ESM"
2.39,0.1,"rcp85",2075,2105,2090,1990,"relative","MIROC-ESM"
2.76,0.81,"rcp85",2075,2105,2090,1990,"relative","MIROC-ESM"
2.96,1.15,"rcp85",2075,2105,2090,1990,"relative","MIROC-ESM"
3.12,1.65,"rcp85",2075,2105,2090,1990,"relative","MIROC-ESM"
3.5,2.24,"rcp85",2075,2105,2090,1990,"relative","MIROC-ESM"
3.59,1.93,"rcp85",2075,2105,2090,1990,"relative","MIROC-ESM"
4.37,2.86,"rcp85",2075,2105,2090,1990,"relative","MIROC-ESM"
4.64,3.3,"rcp85",2075,2105,2090,1990,"relative","MIROC-ESM"
