"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.9,4.83,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
3.64,3.75,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
3.9,3.73,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.3,4.69,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.16,4.29,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.83,5.79,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.85,8.11,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
5.52,10.09,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.2,7.69,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.41,5.6,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.33,4.76,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
5.19,5.31,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
