"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.05,2.54,"rcp85",2075,2105,2090,1990,"relative","CESM1-BGC"
2.35,1.61,"rcp85",2075,2105,2090,1990,"relative","CESM1-BGC"
2.32,1.52,"rcp85",2075,2105,2090,1990,"relative","CESM1-BGC"
0.95,0.72,"rcp85",2075,2105,2090,1990,"relative","CESM1-BGC"
-0.66,0.71,"rcp85",2075,2105,2090,1990,"relative","CESM1-BGC"
-1.26,0.63,"rcp85",2075,2105,2090,1990,"relative","CESM1-BGC"
-1.12,1.27,"rcp85",2075,2105,2090,1990,"relative","CESM1-BGC"
-0.36,1.65,"rcp85",2075,2105,2090,1990,"relative","CESM1-BGC"
0.16,1.58,"rcp85",2075,2105,2090,1990,"relative","CESM1-BGC"
0.36,0.84,"rcp85",2075,2105,2090,1990,"relative","CESM1-BGC"
1.66,1.42,"rcp85",2075,2105,2090,1990,"relative","CESM1-BGC"
2.32,1.78,"rcp85",2075,2105,2090,1990,"relative","CESM1-BGC"
