"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.64,3.07,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
2.19,2.66,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
2.66,3.29,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
1.5,3.25,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
0.48,4.18,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
0.36,4.42,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
0.86,5.46,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
1.7,5.78,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
1.75,5.16,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
1.42,3.46,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
1.9,2.87,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
2.14,2.49,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
