"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
5.2,3.92,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-LR"
6.31,5.39,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-LR"
4.59,3.26,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-LR"
3.38,1.8,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-LR"
2.46,0.85,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-LR"
2.3,0.67,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-LR"
2.2,0.67,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-LR"
2.42,0.38,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-LR"
3.65,2.5,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-LR"
3.62,2.48,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-LR"
3.69,2.8,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-LR"
4.85,3.7,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-LR"
