"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.28,2.6,"rcp45",2070,2100,2085,1990,"relative","GFDL-CM3"
2.76,1.84,"rcp45",2070,2100,2085,1990,"relative","GFDL-CM3"
2.48,1.5,"rcp45",2070,2100,2085,1990,"relative","GFDL-CM3"
2.23,1.05,"rcp45",2070,2100,2085,1990,"relative","GFDL-CM3"
1.07,-0.39,"rcp45",2070,2100,2085,1990,"relative","GFDL-CM3"
0.75,-0.21,"rcp45",2070,2100,2085,1990,"relative","GFDL-CM3"
1.54,1.36,"rcp45",2070,2100,2085,1990,"relative","GFDL-CM3"
2.49,2,"rcp45",2070,2100,2085,1990,"relative","GFDL-CM3"
2.41,4.01,"rcp45",2070,2100,2085,1990,"relative","GFDL-CM3"
2.14,2.9,"rcp45",2070,2100,2085,1990,"relative","GFDL-CM3"
2.47,2.87,"rcp45",2070,2100,2085,1990,"relative","GFDL-CM3"
3.28,3.46,"rcp45",2070,2100,2085,1990,"relative","GFDL-CM3"
