"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.74,1.44,"rcp45",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
2.96,1.64,"rcp45",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
1.17,-0.16,"rcp45",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
0.65,-1.22,"rcp45",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
-0.16,-1.9,"rcp45",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
-0.65,-1.53,"rcp45",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
0.72,0.1,"rcp45",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
1.35,1.2,"rcp45",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
1.23,1.19,"rcp45",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
1.27,0.85,"rcp45",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
2.36,1.56,"rcp45",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
2.41,1.44,"rcp45",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
