"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.13,3.78,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
4.02,3.89,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.63,2.5,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.12,2.29,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.08,1.89,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.58,2.67,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.96,2.86,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
3.01,2.81,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
3.46,3.66,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.8,2.78,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.18,2.31,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.49,2.3,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
