"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
5.35,3.84,"rcp85",2075,2105,2090,1990,"relative","CNRM-CM5"
5.45,3.69,"rcp85",2075,2105,2090,1990,"relative","CNRM-CM5"
3.22,1.14,"rcp85",2075,2105,2090,1990,"relative","CNRM-CM5"
2.27,0.18,"rcp85",2075,2105,2090,1990,"relative","CNRM-CM5"
1.56,-0.25,"rcp85",2075,2105,2090,1990,"relative","CNRM-CM5"
0.86,-1.58,"rcp85",2075,2105,2090,1990,"relative","CNRM-CM5"
1,-0.96,"rcp85",2075,2105,2090,1990,"relative","CNRM-CM5"
1.18,-1.13,"rcp85",2075,2105,2090,1990,"relative","CNRM-CM5"
1.59,-0.61,"rcp85",2075,2105,2090,1990,"relative","CNRM-CM5"
1.7,0.32,"rcp85",2075,2105,2090,1990,"relative","CNRM-CM5"
3.88,2.9,"rcp85",2075,2105,2090,1990,"relative","CNRM-CM5"
3.82,2.76,"rcp85",2075,2105,2090,1990,"relative","CNRM-CM5"
