"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.07,2.76,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
4.22,3.5,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
1.91,1.44,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
1.22,1.63,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
0.83,1.87,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
0.67,2.97,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
3.7,5.34,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
4.98,4.92,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
2.41,2.72,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
1.26,1.02,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
1.84,1.41,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
1.5,1.28,"rcp85",2070,2100,2085,1990,"relative","inmcm4"
