"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.68,2.29,"rcp45",2075,2105,2090,1990,"relative","CNRM-CM5"
3.53,2.17,"rcp45",2075,2105,2090,1990,"relative","CNRM-CM5"
2,-0.09,"rcp45",2075,2105,2090,1990,"relative","CNRM-CM5"
1.25,-0.7,"rcp45",2075,2105,2090,1990,"relative","CNRM-CM5"
0.63,-1.33,"rcp45",2075,2105,2090,1990,"relative","CNRM-CM5"
-0.07,-2.44,"rcp45",2075,2105,2090,1990,"relative","CNRM-CM5"
-0.36,-2.26,"rcp45",2075,2105,2090,1990,"relative","CNRM-CM5"
-0.6,-2.48,"rcp45",2075,2105,2090,1990,"relative","CNRM-CM5"
0.14,-1.55,"rcp45",2075,2105,2090,1990,"relative","CNRM-CM5"
0.4,-0.83,"rcp45",2075,2105,2090,1990,"relative","CNRM-CM5"
2.1,1.15,"rcp45",2075,2105,2090,1990,"relative","CNRM-CM5"
2.11,1.05,"rcp45",2075,2105,2090,1990,"relative","CNRM-CM5"
