"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.97,1.86,"rcp45",2035,2065,2050,1990,"relative","ACCESS1-0"
1.06,1.32,"rcp45",2035,2065,2050,1990,"relative","ACCESS1-0"
1.52,1.43,"rcp45",2035,2065,2050,1990,"relative","ACCESS1-0"
1.02,1.29,"rcp45",2035,2065,2050,1990,"relative","ACCESS1-0"
1.96,2.18,"rcp45",2035,2065,2050,1990,"relative","ACCESS1-0"
1.99,1.87,"rcp45",2035,2065,2050,1990,"relative","ACCESS1-0"
2.25,2.8,"rcp45",2035,2065,2050,1990,"relative","ACCESS1-0"
2.36,3.93,"rcp45",2035,2065,2050,1990,"relative","ACCESS1-0"
1.92,2.98,"rcp45",2035,2065,2050,1990,"relative","ACCESS1-0"
1.78,2.1,"rcp45",2035,2065,2050,1990,"relative","ACCESS1-0"
1.7,2.04,"rcp45",2035,2065,2050,1990,"relative","ACCESS1-0"
1.49,1.86,"rcp45",2035,2065,2050,1990,"relative","ACCESS1-0"
