"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.67,3.37,"rcp85",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
3.6,2.34,"rcp85",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
2.43,1.3,"rcp85",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
1.69,-0.15,"rcp85",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
1.54,0.69,"rcp85",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
2.46,2.73,"rcp85",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
4.13,4.53,"rcp85",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
4.38,4.63,"rcp85",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
3.79,4.07,"rcp85",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
2.51,2.43,"rcp85",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
3.09,2.61,"rcp85",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
4.04,3.23,"rcp85",2075,2105,2090,1990,"relative","CSIRO-Mk3-6-0"
