"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.33,4.17,"rcp85",2070,2100,2085,1990,"relative","BNU-ESM"
3.79,3.6,"rcp85",2070,2100,2085,1990,"relative","BNU-ESM"
2.64,2.38,"rcp85",2070,2100,2085,1990,"relative","BNU-ESM"
3.17,2.97,"rcp85",2070,2100,2085,1990,"relative","BNU-ESM"
3.49,3.88,"rcp85",2070,2100,2085,1990,"relative","BNU-ESM"
4.41,4.92,"rcp85",2070,2100,2085,1990,"relative","BNU-ESM"
5.89,6.39,"rcp85",2070,2100,2085,1990,"relative","BNU-ESM"
6.51,6.81,"rcp85",2070,2100,2085,1990,"relative","BNU-ESM"
5.41,6.16,"rcp85",2070,2100,2085,1990,"relative","BNU-ESM"
4.56,4.69,"rcp85",2070,2100,2085,1990,"relative","BNU-ESM"
4.59,4.23,"rcp85",2070,2100,2085,1990,"relative","BNU-ESM"
3.65,3.5,"rcp85",2070,2100,2085,1990,"relative","BNU-ESM"
