"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.78,4.18,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
4.73,4.07,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
3.82,4.01,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
2.59,2.12,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
2.63,2.12,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
3.37,3.44,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
3.87,4.88,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
5.63,5.92,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
4.83,4.81,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
4.18,3.6,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
4.21,3.68,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
4.27,3.81,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
