"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.66,3.13,"rcp85",2075,2105,2090,1990,"relative","GFDL-CM3"
4.61,2.84,"rcp85",2075,2105,2090,1990,"relative","GFDL-CM3"
3.59,2.18,"rcp85",2075,2105,2090,1990,"relative","GFDL-CM3"
1.64,-0.56,"rcp85",2075,2105,2090,1990,"relative","GFDL-CM3"
0.91,-1.32,"rcp85",2075,2105,2090,1990,"relative","GFDL-CM3"
1.01,-0.82,"rcp85",2075,2105,2090,1990,"relative","GFDL-CM3"
1.04,-0.08,"rcp85",2075,2105,2090,1990,"relative","GFDL-CM3"
2.48,0.73,"rcp85",2075,2105,2090,1990,"relative","GFDL-CM3"
2.41,0.6,"rcp85",2075,2105,2090,1990,"relative","GFDL-CM3"
2.62,0.63,"rcp85",2075,2105,2090,1990,"relative","GFDL-CM3"
3.55,1.93,"rcp85",2075,2105,2090,1990,"relative","GFDL-CM3"
3.92,2.58,"rcp85",2075,2105,2090,1990,"relative","GFDL-CM3"
