"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.57,3.28,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.17,3.12,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.88,2.21,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.79,2.7,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.73,2.78,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.73,2.41,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.24,2.97,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.79,4.29,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.55,4.14,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.98,2.98,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.95,2.73,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.94,2.59,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
