"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.02,1.78,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
1.19,0.9,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
2.36,2.15,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
1.88,1.89,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
2,2.56,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
1.55,2.09,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
1.93,2.99,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
2.04,2.59,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
1.82,2.31,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
1.54,1.65,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
1.3,1.15,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
0.83,0.43,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
