"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.5,1.31,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
3.55,3.13,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
0.93,0.95,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
0.49,1.22,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
0.03,0.84,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
0.93,2.12,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
3.61,4.72,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
1.7,2.28,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
1.72,1.57,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
1.34,0.96,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
0.72,0.45,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
0.3,0.21,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
