"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.09,2.05,"rcp45",2075,2105,2090,1990,"relative","CanESM2"
2.55,1.03,"rcp45",2075,2105,2090,1990,"relative","CanESM2"
1.8,-0.22,"rcp45",2075,2105,2090,1990,"relative","CanESM2"
1.08,-0.87,"rcp45",2075,2105,2090,1990,"relative","CanESM2"
0.95,-0.75,"rcp45",2075,2105,2090,1990,"relative","CanESM2"
0.58,-0.97,"rcp45",2075,2105,2090,1990,"relative","CanESM2"
0.69,-0.12,"rcp45",2075,2105,2090,1990,"relative","CanESM2"
0.97,0.22,"rcp45",2075,2105,2090,1990,"relative","CanESM2"
0.84,-0.37,"rcp45",2075,2105,2090,1990,"relative","CanESM2"
1.5,0.13,"rcp45",2075,2105,2090,1990,"relative","CanESM2"
2.08,1.11,"rcp45",2075,2105,2090,1990,"relative","CanESM2"
2.94,1.79,"rcp45",2075,2105,2090,1990,"relative","CanESM2"
