"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.82,1.64,"rcp45",2075,2105,2090,1990,"relative","bcc-csm1-1"
2.4,0.93,"rcp45",2075,2105,2090,1990,"relative","bcc-csm1-1"
1.96,0.13,"rcp45",2075,2105,2090,1990,"relative","bcc-csm1-1"
1.25,-0.84,"rcp45",2075,2105,2090,1990,"relative","bcc-csm1-1"
0.31,-1.45,"rcp45",2075,2105,2090,1990,"relative","bcc-csm1-1"
0.01,-1.68,"rcp45",2075,2105,2090,1990,"relative","bcc-csm1-1"
0.45,-1.06,"rcp45",2075,2105,2090,1990,"relative","bcc-csm1-1"
-0.27,-1.75,"rcp45",2075,2105,2090,1990,"relative","bcc-csm1-1"
0.77,-0.7,"rcp45",2075,2105,2090,1990,"relative","bcc-csm1-1"
1.01,-0.29,"rcp45",2075,2105,2090,1990,"relative","bcc-csm1-1"
1.67,0.48,"rcp45",2075,2105,2090,1990,"relative","bcc-csm1-1"
2.34,1.17,"rcp45",2075,2105,2090,1990,"relative","bcc-csm1-1"
