"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
5.27,4.58,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
5.34,4.47,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
3.57,2.82,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
3.03,2.49,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
2.93,2.6,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
2.87,1.94,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
3.3,2.88,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
3.46,2.76,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
3.35,2.77,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
2.72,2.6,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
4.28,4.37,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
3.92,3.68,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
