"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.87,2.93,"rcp85",2075,2105,2090,1990,"relative","GFDL-ESM2M"
2.74,1.75,"rcp85",2075,2105,2090,1990,"relative","GFDL-ESM2M"
1.46,-0.31,"rcp85",2075,2105,2090,1990,"relative","GFDL-ESM2M"
1.62,-0.33,"rcp85",2075,2105,2090,1990,"relative","GFDL-ESM2M"
0.51,-1.49,"rcp85",2075,2105,2090,1990,"relative","GFDL-ESM2M"
-0.68,-1.91,"rcp85",2075,2105,2090,1990,"relative","GFDL-ESM2M"
-0.56,-1.37,"rcp85",2075,2105,2090,1990,"relative","GFDL-ESM2M"
0.5,-0.37,"rcp85",2075,2105,2090,1990,"relative","GFDL-ESM2M"
1.13,0.29,"rcp85",2075,2105,2090,1990,"relative","GFDL-ESM2M"
1.13,0.21,"rcp85",2075,2105,2090,1990,"relative","GFDL-ESM2M"
2.22,1.17,"rcp85",2075,2105,2090,1990,"relative","GFDL-ESM2M"
2.76,1.85,"rcp85",2075,2105,2090,1990,"relative","GFDL-ESM2M"
