"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.57,2.95,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-MR"
4.72,3.55,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-MR"
3.45,1.68,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-MR"
2.32,0.72,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-MR"
2.21,1.01,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-MR"
2.85,1.66,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-MR"
2.83,1.25,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-MR"
2.74,1.16,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-MR"
3.77,2.56,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-MR"
1.98,1.07,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-MR"
2.57,2.02,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-MR"
3.27,2.72,"rcp85",2075,2105,2090,1990,"relative","IPSL-CM5A-MR"
