"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.27,2.7,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.13,2.08,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.34,0.49,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.27,0.48,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
1.89,0.03,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.16,-0.17,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.22,0.81,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.34,1.42,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
3.09,1.7,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.74,1.27,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.77,1.76,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
2.73,1.83,"rcp45",2070,2100,2085,1990,"relative","MIROC-ESM"
