"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.18,1.53,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1.8,2.36,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
1.19,1.91,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
-0.08,1.68,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
-0.26,2.95,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
-0.86,3.09,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
-0.39,3.15,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
-0.17,3.06,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
0.11,3.22,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
0.23,2.32,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
0.82,1.99,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
0.86,1.4,"rcp85",2035,2065,2050,1990,"relative","CESM1-BGC"
