"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.07,2.25,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
1.61,1.7,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2,1.93,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.03,1.98,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
1.53,1.83,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.35,2.53,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.67,3.87,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.55,3.74,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.21,3.68,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
1.86,2.36,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.34,2.52,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.28,2.35,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
