"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.75,1.69,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
2.3,2.09,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
1.95,1.75,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
1.71,1.89,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
2.23,2.52,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
3.02,3.41,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
3.65,4.74,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
4.18,5.61,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
3.45,4,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
2.69,2.77,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
2.36,2.47,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
2.56,2.54,"rcp85",2035,2065,2050,1990,"relative","CanESM2"
