"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.47,2.23,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.61,1.62,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.44,1.59,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.27,1.11,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.5,1.9,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.4,1.75,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
2.37,3.34,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
2.93,4.14,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
2.52,3.99,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.97,3.04,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
2.05,2.55,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.9,1.78,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
