"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.79,4.47,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-LR"
5.64,5.83,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-LR"
4.69,4.91,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-LR"
4.09,4.22,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-LR"
3.89,4.18,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-LR"
4.67,5.13,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-LR"
5,5.71,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-LR"
5.14,5.23,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-LR"
5.7,6.51,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-LR"
4.92,5.38,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-LR"
4.23,4.49,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-LR"
4.85,4.67,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-LR"
