"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.89,2.58,"rcp45",2065,2095,2080,1990,"relative","CNRM-CM5"
3.14,2.97,"rcp45",2065,2095,2080,1990,"relative","CNRM-CM5"
2.37,1.85,"rcp45",2065,2095,2080,1990,"relative","CNRM-CM5"
2.06,1.99,"rcp45",2065,2095,2080,1990,"relative","CNRM-CM5"
2.07,2.1,"rcp45",2065,2095,2080,1990,"relative","CNRM-CM5"
2.18,1.81,"rcp45",2065,2095,2080,1990,"relative","CNRM-CM5"
2.21,2.41,"rcp45",2065,2095,2080,1990,"relative","CNRM-CM5"
1.88,1.94,"rcp45",2065,2095,2080,1990,"relative","CNRM-CM5"
2.11,2.44,"rcp45",2065,2095,2080,1990,"relative","CNRM-CM5"
1.62,2.08,"rcp45",2065,2095,2080,1990,"relative","CNRM-CM5"
2.54,2.9,"rcp45",2065,2095,2080,1990,"relative","CNRM-CM5"
1.81,1.68,"rcp45",2065,2095,2080,1990,"relative","CNRM-CM5"
