"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.82,1.74,"rcp45",2065,2095,2080,1990,"relative","CESM1-BGC"
1.16,1.05,"rcp45",2065,2095,2080,1990,"relative","CESM1-BGC"
2.38,2.43,"rcp45",2065,2095,2080,1990,"relative","CESM1-BGC"
2.18,2.52,"rcp45",2065,2095,2080,1990,"relative","CESM1-BGC"
2.27,3.21,"rcp45",2065,2095,2080,1990,"relative","CESM1-BGC"
1.97,2.88,"rcp45",2065,2095,2080,1990,"relative","CESM1-BGC"
2.41,3.99,"rcp45",2065,2095,2080,1990,"relative","CESM1-BGC"
2.44,3.4,"rcp45",2065,2095,2080,1990,"relative","CESM1-BGC"
2.2,2.97,"rcp45",2065,2095,2080,1990,"relative","CESM1-BGC"
1.7,1.94,"rcp45",2065,2095,2080,1990,"relative","CESM1-BGC"
1.56,1.53,"rcp45",2065,2095,2080,1990,"relative","CESM1-BGC"
0.93,0.68,"rcp45",2065,2095,2080,1990,"relative","CESM1-BGC"
