"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.26,2.07,"rcp45",2065,2095,2080,1990,"relative","ACCESS1-0"
1.46,1.44,"rcp45",2065,2095,2080,1990,"relative","ACCESS1-0"
1.67,1.37,"rcp45",2065,2095,2080,1990,"relative","ACCESS1-0"
2.53,3.05,"rcp45",2065,2095,2080,1990,"relative","ACCESS1-0"
1.99,2.19,"rcp45",2065,2095,2080,1990,"relative","ACCESS1-0"
2.4,2.72,"rcp45",2065,2095,2080,1990,"relative","ACCESS1-0"
2.98,4.66,"rcp45",2065,2095,2080,1990,"relative","ACCESS1-0"
2.8,4.98,"rcp45",2065,2095,2080,1990,"relative","ACCESS1-0"
2.49,4.73,"rcp45",2065,2095,2080,1990,"relative","ACCESS1-0"
1.85,2.26,"rcp45",2065,2095,2080,1990,"relative","ACCESS1-0"
2.32,2.64,"rcp45",2065,2095,2080,1990,"relative","ACCESS1-0"
2.65,2.9,"rcp45",2065,2095,2080,1990,"relative","ACCESS1-0"
