"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.98,4.01,"rcp85",2065,2095,2080,1990,"relative","BNU-ESM"
3.48,3.6,"rcp85",2065,2095,2080,1990,"relative","BNU-ESM"
2.72,2.79,"rcp85",2065,2095,2080,1990,"relative","BNU-ESM"
3.07,3.09,"rcp85",2065,2095,2080,1990,"relative","BNU-ESM"
3.68,4.35,"rcp85",2065,2095,2080,1990,"relative","BNU-ESM"
4.76,5.45,"rcp85",2065,2095,2080,1990,"relative","BNU-ESM"
6.11,6.91,"rcp85",2065,2095,2080,1990,"relative","BNU-ESM"
6.79,7.38,"rcp85",2065,2095,2080,1990,"relative","BNU-ESM"
5.58,6.43,"rcp85",2065,2095,2080,1990,"relative","BNU-ESM"
4.65,4.97,"rcp85",2065,2095,2080,1990,"relative","BNU-ESM"
4.44,4.28,"rcp85",2065,2095,2080,1990,"relative","BNU-ESM"
3.51,3.55,"rcp85",2065,2095,2080,1990,"relative","BNU-ESM"
