"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.21,3.64,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-MR"
4.45,4.42,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-MR"
3.59,3.47,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-MR"
3.24,3.56,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-MR"
3.82,4.62,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-MR"
5.28,6.15,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-MR"
5.73,6.25,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-MR"
5.58,6.04,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-MR"
6.41,7.26,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-MR"
3.51,4.17,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-MR"
3.19,3.88,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-MR"
2.91,3.43,"rcp85",2065,2095,2080,1990,"relative","IPSL-CM5A-MR"
