"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.25,2.51,"rcp85",2065,2095,2080,1990,"relative","CCSM4"
2.7,3.45,"rcp85",2065,2095,2080,1990,"relative","CCSM4"
2.52,3.28,"rcp85",2065,2095,2080,1990,"relative","CCSM4"
1.41,3.61,"rcp85",2065,2095,2080,1990,"relative","CCSM4"
0.56,4.41,"rcp85",2065,2095,2080,1990,"relative","CCSM4"
0.86,5.21,"rcp85",2065,2095,2080,1990,"relative","CCSM4"
1.51,5.71,"rcp85",2065,2095,2080,1990,"relative","CCSM4"
2.28,6.75,"rcp85",2065,2095,2080,1990,"relative","CCSM4"
1.57,5.16,"rcp85",2065,2095,2080,1990,"relative","CCSM4"
1.71,4.08,"rcp85",2065,2095,2080,1990,"relative","CCSM4"
2.11,3.36,"rcp85",2065,2095,2080,1990,"relative","CCSM4"
2.41,3.05,"rcp85",2065,2095,2080,1990,"relative","CCSM4"
