"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
5.31,5.07,"rcp85",2065,2095,2080,1990,"relative","MIROC-ESM"
5.02,4.71,"rcp85",2065,2095,2080,1990,"relative","MIROC-ESM"
4.34,3.2,"rcp85",2065,2095,2080,1990,"relative","MIROC-ESM"
3.81,3.2,"rcp85",2065,2095,2080,1990,"relative","MIROC-ESM"
4.21,3.83,"rcp85",2065,2095,2080,1990,"relative","MIROC-ESM"
5.09,5.03,"rcp85",2065,2095,2080,1990,"relative","MIROC-ESM"
5.85,6.05,"rcp85",2065,2095,2080,1990,"relative","MIROC-ESM"
5.77,6.36,"rcp85",2065,2095,2080,1990,"relative","MIROC-ESM"
5.73,6.42,"rcp85",2065,2095,2080,1990,"relative","MIROC-ESM"
4.96,4.88,"rcp85",2065,2095,2080,1990,"relative","MIROC-ESM"
4.91,4.44,"rcp85",2065,2095,2080,1990,"relative","MIROC-ESM"
4.91,4.46,"rcp85",2065,2095,2080,1990,"relative","MIROC-ESM"
