"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.47,3.51,"rcp85",2065,2095,2080,1990,"relative","GFDL-ESM2M"
2.14,2.6,"rcp85",2065,2095,2080,1990,"relative","GFDL-ESM2M"
1.7,1.51,"rcp85",2065,2095,2080,1990,"relative","GFDL-ESM2M"
2.33,2.32,"rcp85",2065,2095,2080,1990,"relative","GFDL-ESM2M"
2.07,2.09,"rcp85",2065,2095,2080,1990,"relative","GFDL-ESM2M"
1.22,1.87,"rcp85",2065,2095,2080,1990,"relative","GFDL-ESM2M"
1.78,2.93,"rcp85",2065,2095,2080,1990,"relative","GFDL-ESM2M"
3.08,4.33,"rcp85",2065,2095,2080,1990,"relative","GFDL-ESM2M"
3.18,4.21,"rcp85",2065,2095,2080,1990,"relative","GFDL-ESM2M"
2.01,2.68,"rcp85",2065,2095,2080,1990,"relative","GFDL-ESM2M"
2.29,2.36,"rcp85",2065,2095,2080,1990,"relative","GFDL-ESM2M"
2.5,2.49,"rcp85",2065,2095,2080,1990,"relative","GFDL-ESM2M"
