"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.61,4.28,"rcp85",2065,2095,2080,1990,"relative","CSIRO-Mk3-6-0"
3.16,3.14,"rcp85",2065,2095,2080,1990,"relative","CSIRO-Mk3-6-0"
2.18,2.75,"rcp85",2065,2095,2080,1990,"relative","CSIRO-Mk3-6-0"
2.3,2.38,"rcp85",2065,2095,2080,1990,"relative","CSIRO-Mk3-6-0"
3.02,4.14,"rcp85",2065,2095,2080,1990,"relative","CSIRO-Mk3-6-0"
4.66,7.02,"rcp85",2065,2095,2080,1990,"relative","CSIRO-Mk3-6-0"
6.52,9.01,"rcp85",2065,2095,2080,1990,"relative","CSIRO-Mk3-6-0"
7.22,9.89,"rcp85",2065,2095,2080,1990,"relative","CSIRO-Mk3-6-0"
6.55,9.2,"rcp85",2065,2095,2080,1990,"relative","CSIRO-Mk3-6-0"
4.21,5.69,"rcp85",2065,2095,2080,1990,"relative","CSIRO-Mk3-6-0"
3.81,4.59,"rcp85",2065,2095,2080,1990,"relative","CSIRO-Mk3-6-0"
3.87,4.11,"rcp85",2065,2095,2080,1990,"relative","CSIRO-Mk3-6-0"
