"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.38,2.33,"rcp45",2065,2095,2080,1990,"relative","CanESM2"
1.92,1.63,"rcp45",2065,2095,2080,1990,"relative","CanESM2"
2.12,1.81,"rcp45",2065,2095,2080,1990,"relative","CanESM2"
2.19,2.38,"rcp45",2065,2095,2080,1990,"relative","CanESM2"
2.58,3,"rcp45",2065,2095,2080,1990,"relative","CanESM2"
2.73,3.23,"rcp45",2065,2095,2080,1990,"relative","CanESM2"
3.51,4.79,"rcp45",2065,2095,2080,1990,"relative","CanESM2"
3.59,4.71,"rcp45",2065,2095,2080,1990,"relative","CanESM2"
3.06,4.02,"rcp45",2065,2095,2080,1990,"relative","CanESM2"
2.82,2.98,"rcp45",2065,2095,2080,1990,"relative","CanESM2"
2.43,2.57,"rcp45",2065,2095,2080,1990,"relative","CanESM2"
2.6,2.41,"rcp45",2065,2095,2080,1990,"relative","CanESM2"
