"Season","End_year","Season_days","Data_days","Perc_complete","Chill_CP","Heat_GDH","Frost_H"
"2001/2002",2002,120,120,100,80.2892718376863,3726.21268842774,654
"2002/2003",2003,120,120,100,77.1333895410099,1387.39851564899,979
"2003/2004",2004,120,120,100,85.7752329864821,2087.88041445374,445
"2004/2005",2005,121,121,100,86.9250860018275,4208.68304314988,356
"2005/2006",2006,120,120,100,81.083533448998,2447.30723288716,609
"2006/2007",2007,120,120,100,81.4001043092505,2794.67504055484,561
"2007/2008",2008,120,120,100,72.543915151816,1137.35103017034,957
"2008/2009",2009,121,121,100,82.7169620069953,4220.56936726964,506
"2009/2010",2010,120,120,100,84.7047993266153,2052.21009797708,416
"2010/2011",2011,120,120,100,80.002600299757,1968.67366925336,511
"2011/2012",2012,120,120,100,71.8067718039511,2528.11247045582,1045
"2012/2013",2013,121,121,100,84.3396966668743,1962.0429790999,524
"2013/2014",2014,120,120,100,71.7901684842718,1992.73254461039,1187
"2014/2015",2015,120,120,100,81.4663217502534,3026.46828188084,557
"2015/2016",2016,120,120,100,80.9178621843384,2405.05061091646,731
"2016/2017",2017,121,121,100,81.3828747473258,3822.37120088923,671
"2017/2018",2018,120,120,100,75.2879326550801,2234.90738096437,841
"2018/2019",2019,120,120,100,81.1704797441371,1943.04140858725,729
"2019/2020",2020,120,120,100,83.6542857234535,3933.9619238486,444
"2020/2021",2021,121,121,100,80.0258470130166,1482.916305964,792
"2021/2022",2022,120,120,100,73.6479545114498,3900.77126419707,785
"2022/2023",2023,120,120,100,82.4390474540264,2143.70608796668,563
"2023/2024",2024,120,120,100,85.8688317704882,4183.43430973706,253
"2024/2025",2025,121,121,100,82.7188294935568,2007.80686475174,677
"2025/2026",2026,120,120,100,65.5615152385972,1755.35804570676,1381
"2026/2027",2027,120,120,100,85.5382311838348,2991.58685316471,406
"2027/2028",2028,120,120,100,73.1460053012324,693.634591205744,1090
"2028/2029",2029,121,121,100,82.1549229328839,3373.60529484833,565
"2029/2030",2030,120,120,100,78.3821033729855,2663.0557203237,840
"2030/2031",2031,120,120,100,84.2299029281385,2597.85023984942,565
"2031/2032",2032,120,120,100,87.0052620460237,3028.59615447046,392
