"Station_ID","YEARMODA","Year","Month","Day","Tmin","Tmean","Tmax","Rainfall"
"04166",19910322,1991,3,22,5.2,6.1,12.9,10.5
"04166",19910323,1991,3,23,3.5,8.2,11.6,0
"04166",19910324,1991,3,24,5.8,8.6,10,0
"04166",19910325,1991,3,25,5.4,7.4,9.4,0.1
"04166",19910326,1991,3,26,4.1,4.6,9,0.2
"04166",19910327,1991,3,27,3.4,5,8.8,0
"04166",19910328,1991,3,28,-3.4,1.6,7,0
"04166",19910329,1991,3,29,-4.2,0.8,4.8,0
"04166",19910330,1991,3,30,-4.4,2,7,0
"04166",19910331,1991,3,31,-3.4,5.4,11.2,0
"04166",19910401,1991,4,1,-0.8,7.3,15.9,0
"04166",19910402,1991,4,2,1.2,10.2,18.2,0
"04166",19910403,1991,4,3,3.1,11.7,19.4,2.4
"04166",19910404,1991,4,4,7,9.8,12.1,1.3
"04166",19910405,1991,4,5,6.5,8.7,12.6,0
"04166",19910406,1991,4,6,2.5,9.8,14.6,0
"04166",19910407,1991,4,7,5.5,8.4,11.6,0.7
"04166",19910408,1991,4,8,5.6,8.8,10.5,3
"04166",19910409,1991,4,9,6.3,8,13.2,0
"04166",19910410,1991,4,10,0.5,9.4,18,0
"04166",19910411,1991,4,11,4.6,12.1,18.9,0
"04166",19910412,1991,4,12,1.6,12.2,20.2,0
"04166",19910413,1991,4,13,2.6,11.3,19,0
"04166",19910414,1991,4,14,2.7,9,17.5,1.9
"04166",19910415,1991,4,15,2,10.3,19,0
"04166",19910416,1991,4,16,2.1,9.3,18.7,0
