"","Month","Tmin","Tmax","Chill_eff","Heat_eff"
"1439",11,-17,28,0,6.21041560964384
"1440",11,-17,29,0,6.25346330136626
"1441",11,-17,30,0,5.99788039678483
"1442",11,-16,-15,0,0
"1443",11,-16,-14,0,0
"1444",11,-16,-13,0,0
"1445",11,-16,-12,0,0
"1446",11,-16,-11,0,0
"1447",11,-16,-10,0,0
"1448",11,-16,-9,0,0
"1449",11,-16,-8,0,0
"1450",11,-16,-7,0,0
"1451",11,-16,-6,0,0
"1452",11,-16,-5,0,0
"1453",11,-16,-4,0,0
"1454",11,-16,-3,0,0
"1455",11,-16,-2,0,0
"1456",11,-16,-1,6.7580734524685e-09,0
"1457",11,-16,0,3.8371042569245e-06,0
"1458",11,-16,1,0.00182463360614176,0
"1459",11,-16,2,0.450836824965827,5.43397350789565e-05
"1460",11,-16,3,0.907154617356679,0.00685851389403608
"1461",11,-16,4,0.951203391017418,0.0326841835363971
"1462",11,-16,5,0.977975500622869,0.082808842075312
"1463",11,-16,6,1.01198463726499,0.162806276804347
"1464",11,-16,7,0.962506740396641,0.271783633553547
"1465",11,-16,8,0.843653273842382,0.409221512235678
"1466",11,-16,9,1.0162853698774,0.576485800838687
"1467",11,-16,10,1.04664122745613,0.773527520706873
"1468",11,-16,11,1.04516676251638,0.99904335071637
"1469",11,-16,12,1.04157742324903,1.25058515984204
"1470",11,-16,13,0.990394000634894,1.5250990199825
"1471",11,-16,14,0.919076790321255,1.81952645453457
"1472",11,-16,15,0.919221727118028,2.13095699387823
"1473",11,-16,16,0.916927579809763,2.4565338816191
"1474",11,-16,17,0.937638027563365,2.79380886573465
"1475",11,-16,18,1.02138163469523,3.14011231973034
"1476",11,-16,19,1.01748326546424,3.49167899495298
"1477",11,-16,20,1.00653401842381,3.8445563619552
"1478",11,-16,21,0.994711033764003,4.19483790219333
"1479",11,-16,22,0.950652264775619,4.53870883083277
"1480",11,-16,23,0.77817860788158,4.87250862102749
"1481",11,-16,24,0.539163645288735,5.19316279855625
"1482",11,-16,25,0.235517402564103,5.49817948827458
"1483",11,-16,26,0,5.78468842494483
"1484",11,-16,27,0,6.05001502181076
"1485",11,-16,28,0,6.29182378037206
"1486",11,-16,29,0,6.33701460445669
"1487",11,-16,30,0,6.0642808809181
"1488",11,-15,-15,0,0
"1489",11,-15,-14,0,0
"1490",11,-15,-13,0,0
"1491",11,-15,-12,0,0
"1492",11,-15,-11,0,0
"1493",11,-15,-10,0,0
"1494",11,-15,-9,0,0
"1495",11,-15,-8,0,0
"1496",11,-15,-7,0,0
"1497",11,-15,-6,0,0
"1498",11,-15,-5,0,0
"1499",11,-15,-4,0,0
"1500",11,-15,-3,0,0
"1501",11,-15,-2,0,0
"1502",11,-15,-1,6.62640868900879e-09,0
"1503",11,-15,0,3.8440168669674e-06,0
"1504",11,-15,1,0.00182503587273422,0
"1505",11,-15,2,0.454561960905825,5.43397350789565e-05
"1506",11,-15,3,0.927498503940944,0.00709432967203534
"1507",11,-15,4,0.978498682371919,0.0333562298009538
"1508",11,-15,5,1.00400140398211,0.0851001447805782
"1509",11,-15,6,1.02230578799542,0.16680216135282
"1510",11,-15,7,0.918215879631593,0.277480586268917
"1511",11,-15,8,0.884410816332821,0.417395667694576
"1512",11,-15,9,1.04891677272823,0.587999882590233
"1513",11,-15,10,1.05498537889942,0.788781594205434
"1514",11,-15,11,1.05251960053406,1.01813317104474
"1515",11,-15,12,1.04859378450633,1.27331947393437
"1516",11,-15,13,0.947101794040635,1.55134569725723
"1517",11,-15,14,0.92447029572036,1.84942557669087
"1518",11,-15,15,0.934440957107029,2.16476965086211
"1519",11,-15,16,0.943694284037386,2.49498406074826
"1520",11,-15,17,1.03120124405519,2.83764631364916
"1521",11,-15,18,1.03304115240355,3.18914706679295
"1522",11,-15,19,1.02270274952063,3.5455047395429
"1523",11,-15,20,1.0111407468087,3.90274073189788
"1524",11,-15,21,0.998932253809669,4.25692629123507
"1525",11,-15,22,0.98626404422464,4.60427011143313
"1526",11,-15,23,0.813070584068788,4.94164743542474
"1527",11,-15,24,0.60634661879493,5.26625893354059
"1528",11,-15,25,0.236335240940831,5.57490266989446
"1529",11,-15,26,0.0333695069315122,5.86463789847576
"1530",11,-15,27,0,6.13281602984568
"1531",11,-15,28,0,6.37709406390365
"1532",11,-15,29,0,6.42436862437573
"1533",11,-15,30,0,6.13452372475874
"1534",11,-14,-14,0,0
"1535",11,-14,-13,0,0
"1536",11,-14,-12,0,0
"1537",11,-14,-11,0,0
"1538",11,-14,-10,0,0
"1539",11,-14,-9,0,0
"1540",11,-14,-8,0,0
"1541",11,-14,-7,0,0
"1542",11,-14,-6,0,0
"1543",11,-14,-5,0,0
"1544",11,-14,-4,0,0
"1545",11,-14,-3,0,0
"1546",11,-14,-2,0,0
"1547",11,-14,-1,6.48502489160018e-09,0
"1548",11,-14,0,3.85705040974919e-06,0
"1549",11,-14,1,0.00182771259010769,0
"1550",11,-14,2,0.458596396207711,5.43397350789565e-05
"1551",11,-14,3,0.946464143005983,0.00734105700398632
"1552",11,-14,4,0.782630920933199,0.0341268819965114
"1553",11,-14,5,1.02221941313651,0.08757105964845
"1554",11,-14,6,1.03206321275028,0.17097438760407
"1555",11,-14,7,0.872426822218483,0.283487269334297
"1556",11,-14,8,0.963600805186334,0.426273392542736
"1557",11,-14,9,1.06225784082549,0.600404974652165
"1558",11,-14,10,1.06218710231499,0.805090844963851
"1559",11,-14,11,1.05901897500077,1.03824822459472
"1560",11,-14,12,0.992790973841394,1.29705949308148
"1561",11,-14,13,0.94762628236557,1.5787961047612
"1562",11,-14,14,0.944631835076702,1.88081996536827
"1563",11,-14,15,0.906763647570664,2.20078189559168
"1564",11,-14,16,1.035798982488,2.53651038022916
"1565",11,-14,17,1.04722336408334,2.88465203321703
"1566",11,-14,18,1.0377817770536,3.24123919668742
"1567",11,-14,19,1.02661397637583,3.60226133714459
"1568",11,-14,20,1.01463426634408,3.96371468344554
"1569",11,-14,21,1.00204169875147,4.32173168699511
"1570",11,-14,22,0.989039692775227,4.67317564104356
"1571",11,-14,23,0.818701749448099,5.01491467474688
"1572",11,-14,24,0.615391214105171,5.34349435814164
"1573",11,-14,25,0.325193533678853,5.65572457080714
"1574",11,-14,26,0.0335144594389155,5.94866608620095
"1575",11,-14,27,0,6.21965926274558
"1576",11,-14,28,0,6.46636739781529
"1577",11,-14,29,0,6.51616457228871
"1578",11,-14,30,0,6.21044220081754
"1579",11,-13,-13,0,0
"1580",11,-13,-12,0,0
"1581",11,-13,-11,0,0
"1582",11,-13,-10,0,0
"1583",11,-13,-9,0,0
"1584",11,-13,-8,0,0
"1585",11,-13,-7,0,0
"1586",11,-13,-6,0,0
"1587",11,-13,-5,0,0
"1588",11,-13,-4,0,0
"1589",11,-13,-3,0,0
"1590",11,-13,-2,0,0
"1591",11,-13,-1,6.33441351814107e-09,0
"1592",11,-13,0,3.87790329499909e-06,0
"1593",11,-13,1,0.00183338981700061,0
"1594",11,-13,2,0.463047181326421,5.43397350789565e-05
"1595",11,-13,3,0.964070568203837,0.00759869318626283
"1596",11,-13,4,0.798709354550661,0.0350488270633424
"1597",11,-13,5,1.03581915512537,0.0902213256597882
"1598",11,-13,6,1.02019660276735,0.175322460021903
"1599",11,-13,7,0.868052741898812,0.289924648628992
"1600",11,-13,8,1.04493413798623,0.435928471091381
"1601",11,-13,9,1.07028698790529,0.613817145795224
"1602",11,-13,10,1.06833468561094,0.822448801214634
"1603",11,-13,11,1.06533784818504,1.0593794955899
"1604",11,-13,12,0.963024804246476,1.32193413210904
"1605",11,-13,13,0.946222267701177,1.60765313227126
"1606",11,-13,14,0.9294352385247,1.91424750422025
"1607",11,-13,15,1.03279332590319,2.23978572200167
"1608",11,-13,16,1.05970684120294,2.58126408048057
"1609",11,-13,17,1.05157493173216,2.93478035316964
"1610",11,-13,18,1.04092494335576,3.29633296804925
"1611",11,-13,19,1.02929893027908,3.66188331214705
"1612",11,-13,20,1.01691463723408,4.02755220097004
"1613",11,-13,21,1.0040288755857,4.39020627745077
"1614",11,-13,22,0.902951949149577,4.74638783602085
"1615",11,-13,23,0.817901766341526,5.09245768995495
"1616",11,-13,24,0.701632965312002,5.4249987159921
"1617",11,-13,25,0.433630341838957,5.74080681272158
"1618",11,-13,26,0.0690995085739624,6.03692868028754
"1619",11,-13,27,1.97833612427736e-05,6.31092164646142
"1620",11,-13,28,0,6.56109728276472
"1621",11,-13,29,0,6.61442029986906
"1622",11,-13,30,0,6.29297461152972
"1623",11,-12,-12,0,0
"1624",11,-12,-11,0,0
"1625",11,-12,-10,0,0
"1626",11,-12,-9,0,0
"1627",11,-12,-8,0,0
"1628",11,-12,-7,0,0
"1629",11,-12,-6,0,0
"1630",11,-12,-5,0,0
"1631",11,-12,-4,0,0
"1632",11,-12,-3,0,0
"1633",11,-12,-2,0,0
"1634",11,-12,-1,6.17517837189294e-09,0
"1635",11,-12,0,3.90849584936285e-06,0
"1636",11,-12,1,0.00184291006795425,0
"1637",11,-12,2,0.468038025944441,5.43397350789565e-05
"1638",11,-12,3,0.980348964912369,0.00786723539428005
"1639",11,-12,4,0.814895116755173,0.0361507568830716
"1640",11,-12,5,1.04653548521439,0.0930506525566097
"1641",11,-12,6,0.984938428664891,0.179857699253306
"1642",11,-12,7,0.910105088322284,0.296949590910593
"1643",11,-12,8,1.07185927706926,0.446444065368358
"1644",11,-12,9,1.07627691471504,0.628295915265822
"1645",11,-12,10,1.07354055720244,0.840847880896945
"1646",11,-12,11,0.983200379681985,1.08157473449128
"1647",11,-12,12,0.963347112042265,1.34814041382032
"1648",11,-12,13,0.938677700740813,1.63836597289636
"1649",11,-12,14,1.01928386245872,1.95053388078273
"1650",11,-12,15,1.07005728940919,2.28207065722325
"1651",11,-12,16,1.06389573902544,2.62920270435664
"1652",11,-12,17,1.05387800685084,2.98797858368517
"1653",11,-12,18,1.04271690764833,3.35436621593662
"1654",11,-12,19,1.03066888145726,3.72455213182698
"1655",11,-12,20,1.01811591979343,4.09538623123118
"1656",11,-12,21,0.928375922068117,4.46313694239599
"1657",11,-12,22,0.865003625033973,4.82403009796978
"1658",11,-12,23,0.821344143445844,5.17445001059028
"1659",11,-12,24,0.775153817885155,5.51095709522733
"1660",11,-12,25,0.529254766440785,5.83038845260434
"1661",11,-12,26,0.187254884384504,6.13043556909749
"1662",11,-12,27,0.0125791795763961,6.4086680536331
"1663",11,-12,28,0,6.66272705704701
"1664",11,-12,29,0,6.71950582420933
"1665",11,-12,30,0,6.38227684183014
"1666",11,-11,-11,0,0
"1667",11,-11,-10,0,0
"1668",11,-11,-9,0,0
"1669",11,-11,-8,0,0
"1670",11,-11,-7,0,0
"1671",11,-11,-6,0,0
"1672",11,-11,-5,0,0
"1673",11,-11,-4,0,0
"1674",11,-11,-3,0,0
"1675",11,-11,-2,0,0
"1676",11,-11,-1,6.00802842806576e-09,0
"1677",11,-11,0,3.95098295301407e-06,0
"1678",11,-11,1,0.00185725983606161,0
"1679",11,-11,2,0.473710164622733,5.43397350789565e-05
"1680",11,-11,3,0.995363140888432,0.00814668068252603
"1681",11,-11,4,0.860782613069033,0.0374334123447646
"1682",11,-11,5,1.05529182234599,0.0960587208900762
"1683",11,-11,6,0.912897910334714,0.184669188058028
"1684",11,-11,7,0.992001144444177,0.30470724385951
"1685",11,-11,8,1.08172752289033,0.457943901292782
"1686",11,-11,9,1.08087218210701,0.643836954523981
"1687",11,-11,10,1.03547225280105,0.860285800602914
"1688",11,-11,11,0.946089788677792,1.10502102298119
"1689",11,-11,12,0.93724831221403,1.37602873796715
"1690",11,-11,13,0.992239985985246,1.67176155277372
"1691",11,-11,14,1.07762591700055,1.99014118180256
"1692",11,-11,15,1.07456580250782,2.32759967729711
"1693",11,-11,16,1.06529154640598,2.68027670820609
"1694",11,-11,17,1.05468952521917,3.04419131526108
"1695",11,-11,18,1.0431019292506,3.41567940143949
"1696",11,-11,19,1.00072601628441,3.79152175951061
"1697",11,-11,20,0.930872826906483,4.16781139066128
"1698",11,-11,21,0.885847450234925,4.54066889050518
"1699",11,-11,22,0.880611221165052,4.90631410126113
"1700",11,-11,23,0.839190372652619,5.26110835465828
"1701",11,-11,24,0.794074584768251,5.60202466427832
"1702",11,-11,25,0.647667041182074,5.92634058077896
"1703",11,-11,26,0.334799786745837,6.23108703131436
"1704",11,-11,27,0.128360478280394,6.5135793049508
"1705",11,-11,28,0,6.77145651957407
"1706",11,-11,29,0,6.83161477278334
"1707",11,-11,30,0,6.47858963677448
"1708",11,-10,-10,0,0
"1709",11,-10,-9,0,0
"1710",11,-10,-8,0,0
"1711",11,-10,-7,0,0
"1712",11,-10,-6,0,0
"1713",11,-10,-5,0,0
"1714",11,-10,-4,0,0
"1715",11,-10,-3,0,0
"1716",11,-10,-2,0,0
"1717",11,-10,-1,5.83376775588396e-09,0
"1718",11,-10,0,4.0082532886713e-06,0
"1719",11,-10,1,0.00187761430030321,0
"1720",11,-10,2,0.480223989602719,5.43397350789565e-05
"1721",11,-10,3,1.00924550419157,0.00843702598459433
"1722",11,-10,4,0.949993341706199,0.0388966815372983
"1723",11,-10,5,1.06276308024577,0.0992451820735594
"1724",11,-10,6,0.864731920811084,0.189900432095728
"1725",11,-10,7,1.0652866234252,0.313286514240701
"1726",11,-10,8,1.08663508017669,0.470517452914512
"1727",11,-10,9,1.0845951478139,0.660433480683722
"1728",11,-10,10,0.969121563828316,0.88087823271054
"1729",11,-10,11,0.949776320792726,1.12999898538385
"1730",11,-10,12,0.948916200255794,1.40638590647322
"1731",11,-10,13,1.08137048976478,1.70849181247511
"1732",11,-10,14,1.08340801259556,2.03304830946944
"1733",11,-10,15,1.07500050317954,2.37632647495771
"1734",11,-10,16,1.06503361483978,2.73444576037239
"1735",11,-10,17,1.05403774978855,3.10396315500159
"1736",11,-10,18,1.01613611311317,3.48155056642069
"1737",11,-10,19,0.942862456005615,3.86322304365058
"1738",11,-10,20,0.912103319803107,4.245025163748
"1739",11,-10,21,0.880951931973922,4.62304959443221
"1740",11,-10,22,0.877045891452806,4.99366548393755
"1741",11,-10,23,0.836910607078403,5.35389763495832
"1742",11,-10,24,0.794305148975564,5.7003541402119
"1743",11,-10,25,0.68444967154147,6.02978130262986
"1744",11,-10,26,0.507871800238983,6.33919103098633
"1745",11,-10,27,0.291938275782967,6.62589479852046
"1746",11,-10,28,0.0241728782804681,6.88761700615082
"1747",11,-10,29,0,6.95169817494405
"1748",11,-10,30,0,6.58388797040388
"1749",11,-9,-9,0,0
"1750",11,-9,-8,0,0
"1751",11,-9,-7,0,0
"1752",11,-9,-6,0,0
"1753",11,-9,-5,0,0
"1754",11,-9,-4,0,0
"1755",11,-9,-3,0,0
"1756",11,-9,-2,0,0
"1757",11,-9,-1,5.65328286056779e-09,0
"1758",11,-9,0,4.08957293132014e-06,0
"1759",11,-9,1,0.00190541773339929,0
"1760",11,-9,2,0.487762849168048,5.43397350789565e-05
"1761",11,-9,3,1.02225172453128,0.00873826811321818
"1762",11,-9,4,1.0067827770549,0.0405404231429426
"1763",11,-9,5,0.988436156715452,0.102610218833316
"1764",11,-9,6,0.90564112954158,0.195743363271456
"1765",11,-9,7,1.08638357558645,0.322815402948748
"1766",11,-9,8,1.08940117743438,0.48416523567157
"1767",11,-9,9,1.01286867513479,0.678109029887852
"1768",11,-9,10,0.948403540846954,0.902877639148795
"1769",11,-9,11,0.956481986765294,1.1572008235829
"1770",11,-9,12,1.07956881530956,1.44005070606305
"1771",11,-9,13,1.09023095304645,1.74857397567658
"1772",11,-9,14,1.08285753829739,2.07921227833871
"1773",11,-9,15,1.07358628211675,2.42824151804067
"1774",11,-9,16,1.06335391586689,2.79248909496869
"1775",11,-9,17,0.977377508599586,3.16850730461187
"1776",11,-9,18,0.932784020373484,3.55231522186206
"1777",11,-9,19,0.912608120172544,3.93991563796994
"1778",11,-9,20,0.919651272772619,4.32734886325103
"1779",11,-9,21,0.890149472497168,4.71131148219787
"1780",11,-9,22,0.856305341896725,5.08824989901824
"1781",11,-9,23,0.820271777509115,5.45447173909549
"1782",11,-9,24,0.815709937619011,5.80647746552731
"1783",11,-9,25,0.802114840686894,6.14100136292066
"1784",11,-9,26,0.619235492546617,6.45519256875668
"1785",11,-9,27,0.331328814399635,6.74676440736677
"1786",11,-9,28,0,7.01331374776334
"1787",11,-9,29,0,7.08167749009826
"1788",11,-9,30,0,6.69883348362612
"1789",11,-8,-8,0,0
"1790",11,-8,-7,0,0
"1791",11,-8,-6,0,0
"1792",11,-8,-5,0,0
"1793",11,-8,-4,0,0
"1794",11,-8,-3,0,0
"1795",11,-8,-2,0,0
"1796",11,-8,-1,5.46752790236462e-09,0
"1797",11,-8,0,4.19725372873931e-06,0
"1798",11,-8,1,0.00194253221366102,0
"1799",11,-8,2,0.496541782162815,5.43397350789565e-05
"1800",11,-8,3,1.01784258646876,0.00905078016967792
"1801",11,-8,4,1.04041215844517,0.0423644664602311
"1802",11,-8,5,0.934785788234581,0.106206137233273
"1803",11,-8,6,1.00881901666897,0.20235603764323
"1804",11,-8,7,1.09200102020445,0.333418363599698
"1805",11,-8,8,1.07009295633953,0.498882003438019
"1806",11,-8,9,0.93290374321289,0.697070192241949
"1807",11,-8,10,0.941714384269952,0.926842496667143
"1808",11,-8,11,1.06941394568141,1.18762418575453
"1809",11,-8,12,1.0947970489787,1.47711558903625
"1810",11,-8,13,1.08873280151198,1.79196845905847
"1811",11,-8,14,1.08021133182679,2.12868227458596
"1812",11,-8,15,1.0710328404034,2.48436716340319
"1813",11,-8,16,0.980059722471947,2.85548955137143
"1814",11,-8,17,0.931338640968048,3.23813139630005
"1815",11,-8,18,0.920445024050148,3.62829354916463
"1816",11,-8,19,0.90357411341549,4.02231319326607
"1817",11,-8,20,0.881180080765975,4.41672249946912
"1818",11,-8,21,0.855083720239751,4.80755788776534
"1819",11,-8,22,0.859717352251021,5.19095130184867
"1820",11,-8,23,0.919356026340532,5.56318920954205
"1821",11,-8,24,0.96725358738901,5.92097470791894
"1822",11,-8,25,0.840167539846223,6.26136856350286
"1823",11,-8,26,0.569668553718308,6.58129891952226
"1824",11,-8,27,0.233749789248355,6.87799940260726
"1825",11,-8,28,0,7.14904313124009
"1826",11,-8,29,0,7.22127683073675
"1827",11,-8,30,0,6.82324091029232
"1828",11,-7,-7,0,0
"1829",11,-7,-6,0,0
"1830",11,-7,-5,0,0
"1831",11,-7,-4,0,0
"1832",11,-7,-3,0,0
"1833",11,-7,-2,0,0
"1834",11,-7,-1,5.27750835549509e-09,0
"1835",11,-7,0,4.33456074412668e-06,0
"1836",11,-7,1,0.00199152292019027,0
"1837",11,-7,2,0.506798885569386,5.43397350789565e-05
"1838",11,-7,3,0.914527934631313,0.0093977315989569
"1839",11,-7,4,1.05951650488459,0.044368611431943
"1840",11,-7,5,0.896182857030024,0.11020183771779
"1841",11,-7,6,1.07436793855622,0.209869380287004
"1842",11,-7,7,1.09309073769691,0.345105858458673
"1843",11,-7,8,0.964433702657897,0.514757981135659
"1844",11,-7,9,0.933756134334357,0.717749953482608
"1845",11,-7,10,1.04654821391463,0.953864228456042
"1846",11,-7,11,1.09675908501096,1.22149169716968
"1847",11,-7,12,1.09251234162844,1.51754444903898
"1848",11,-7,13,1.08481189932378,1.83883049562112
"1849",11,-7,14,1.05057283493285,2.18270006469931
"1850",11,-7,15,0.966710795733879,2.54562358385932
"1851",11,-7,16,0.93840206471143,2.92378226407443
"1852",11,-7,17,0.937331777212321,3.31335533471149
"1853",11,-7,18,0.898890874424191,3.71100111955472
"1854",11,-7,19,0.885491048306596,4.11274393392298
"1855",11,-7,20,0.869404670153899,4.51451103799069
"1856",11,-7,21,0.937458210358717,4.91229476201275
"1857",11,-7,22,0.985975976894295,5.30250771039468
"1858",11,-7,23,0.989081806524424,5.68165521419152
"1859",11,-7,24,0.947412301563055,6.04612553621623
"1860",11,-7,25,0.706692905848543,6.392554293449
"1861",11,-7,26,0.434991101558699,6.71786046509917
"1862",11,-7,27,0.0667529631341772,7.01941321703711
"1863",11,-7,28,0,7.29511394011278
"1864",11,-7,29,0,7.37183677232828
"1865",11,-7,30,0,6.95925884959059
"1866",11,-6,-6,0,0
"1867",11,-6,-5,0,0
"1868",11,-6,-4,0,0
"1869",11,-6,-3,0,0
"1870",11,-6,-2,0,0
"1871",11,-6,-1,5.08426374087288e-09,0
"1872",11,-6,0,4.51749011843855e-06,0
"1873",11,-6,1,0.0020561854956381,0
"1874",11,-6,2,0.518921091027663,5.43397350789565e-05
"1875",11,-6,3,0.830084558387144,0.0098511450382178
"1876",11,-6,4,1.07053487023396,0.0465526286781887
"1877",11,-6,5,0.871577648211839,0.114839817818823
"1878",11,-6,6,1.08945629703083,0.218446255746678
"1879",11,-6,7,1.02126712488476,0.357885229638876
"1880",11,-6,8,0.908416448615231,0.53213851217278
"1881",11,-6,9,1.00467562905992,0.741237666760163
"1882",11,-6,10,1.09553293743752,0.984367884598908
"1883",11,-6,11,1.09409511825599,1.25877083659331
"1884",11,-6,12,1.08735963719147,1.56165371098306
"1885",11,-6,13,1.01050896369748,1.89054818125512
"1886",11,-6,14,0.938777878315559,2.24203072597767
"1887",11,-6,15,0.926182885878015,2.6124322275898
"1888",11,-6,16,0.935651830850402,2.99848201788952
"1889",11,-6,17,0.908251255955637,3.39649627002298
"1890",11,-6,18,0.874084340996615,3.80237557007756
"1891",11,-6,19,0.954199889506122,4.21199879566174
"1892",11,-6,20,1.00372226172512,4.62163496149261
"1893",11,-6,21,1.00576811361574,5.02738437185238
"1894",11,-6,22,0.996235267611196,5.42524158867535
"1895",11,-6,23,0.985183889715925,5.81137155417551
"1896",11,-6,24,0.842945441907908,6.18221174142529
"1897",11,-6,25,0.53668471994701,6.53474351609547
"1898",11,-6,26,0.200519417771871,6.86595127915317
"1899",11,-6,27,0,7.17307144937107
"1900",11,-6,28,0,7.45368785956553
"1901",11,-6,29,0,7.53466446673556
"1902",11,-6,30,0,7.10720973168993
"1903",11,-5,-5,0,0
"1904",11,-5,-4,0,0
"1905",11,-5,-3,0,0
"1906",11,-5,-2,0,0
"1907",11,-5,-1,4.88885009774282e-09,0
"1908",11,-5,0,4.76729352191215e-06,0
"1909",11,-5,1,0.00214259694139358,0
"1910",11,-5,2,0.533220793263862,5.43397350789565e-05
"1911",11,-5,3,0.717707985148731,0.0104786575318977
"1912",11,-5,4,1.02926346101471,0.0489297841256289
"1913",11,-5,5,1.009820181177,0.120310969576145
"1914",11,-5,6,1.09090618627859,0.228116262473858
"1915",11,-5,7,0.897314785516446,0.371973387197412
"1916",11,-5,8,0.935332085155357,0.551997480302676
"1917",11,-5,9,1.09003915336095,0.768225877142294
"1918",11,-5,10,1.09338881469762,1.01832919887546
"1919",11,-5,11,1.0879601775356,1.29999434172811
"1920",11,-5,12,0.958803060720825,1.61089421222666
"1921",11,-5,13,0.924584191629557,1.94779450920881
"1922",11,-5,14,0.928321588370426,2.30749893001938
"1923",11,-5,15,0.921116261369294,2.68686541617947
"1924",11,-5,16,0.875520905176414,3.08197206070371
"1925",11,-5,17,0.968370999652645,3.48878066702421
"1926",11,-5,18,1.01940398617559,3.90355949268836
"1927",11,-5,19,1.02094055295951,4.32218862471003
"1928",11,-5,20,1.01112533482789,4.74043012308671
"1929",11,-5,21,0.999665865833079,5.15414554228022
"1930",11,-5,22,0.988112629238561,5.55963048858751
"1931",11,-5,23,0.878400018133862,5.95318005403753
"1932",11,-5,24,0.637658531601049,6.33116209765823
"1933",11,-5,25,0.26768484028677,6.69020060367795
"1934",11,-5,26,0,7.02723534139069
"1935",11,-5,27,0,7.33972406600726
"1936",11,-5,28,0,7.62536806232042
"1937",11,-5,29,0,7.71105501000303
"1938",11,-5,30,0,7.26933709707978
"1939",11,-4,-4,0,0
"1940",11,-4,-3,0,0
"1941",11,-4,-2,0,0
"1942",11,-4,-1,4.69232284920348e-09,0
"1943",11,-4,0,5.1271638978873e-06,0
"1944",11,-4,1,0.0022612401327265,0
"1945",11,-4,2,0.545135047911917,5.43397350789565e-05
"1946",11,-4,3,0.721621961550601,0.0112871331877139
"1947",11,-4,4,0.842189152123379,0.0516692720859104
"1948",11,-4,5,1.06904225442192,0.12681661138392
"1949",11,-4,6,0.948755192931436,0.23893917829079
"1950",11,-4,7,0.865032277594047,0.388156526304894
"1951",11,-4,8,1.07817237575398,0.575334723933494
"1952",11,-4,9,1.09030571595066,0.798725470593343
"1953",11,-4,10,1.03615881983484,1.056549177006
"1954",11,-4,11,0.958214828301254,1.34661188164841
"1955",11,-4,12,0.928576542568013,1.66603610427588
"1956",11,-4,13,0.921606087864576,2.01222008043644
"1957",11,-4,14,0.904416558939814,2.38170678093296
"1958",11,-4,15,0.978714101189127,2.77073943900235
"1959",11,-4,16,1.03190686120137,3.17573369312524
"1960",11,-4,17,1.03351994558404,3.5925435116475
"1961",11,-4,18,1.02393444910291,4.01687375529253
"1962",11,-4,19,1.01253454910786,4.44465020022823
"1963",11,-4,20,1.00081323999355,4.87185537277433
"1964",11,-4,21,0.989099919662618,5.29431444268656
"1965",11,-4,22,0.880010715767644,5.70798592473247
"1966",11,-4,23,0.673448440206917,6.10911009600957
"1967",11,-4,24,0.301342945337093,6.49427191408442
"1968",11,-4,25,0,6.8601259675749
"1969",11,-4,26,0,7.20360295562078
"1970",11,-4,27,0,7.52195939808337
"1971",11,-4,28,0,7.81280608652737
"1972",11,-4,29,0,7.90303907507028
"1973",11,-4,30,0,7.44670828280848
"1974",11,-3,-3,0,0
"1975",11,-3,-2,0,0
"1976",11,-3,-1,4.49572066658869e-09,0
"1977",11,-3,0,5.68556151196592e-06,0
"1978",11,-3,1,0.00243174952373666,0
"1979",11,-3,2,0.547739804313225,5.43397350789565e-05
"1980",11,-3,3,0.857102332629567,0.0122764919540801
"1981",11,-3,4,0.793753314190262,0.0550972807241614
"1982",11,-3,5,0.99669342315686,0.134424549751335
"1983",11,-3,6,0.817160446599718,0.251464029740934
"1984",11,-3,7,1.05570956565755,0.407724407829678
"1985",11,-3,8,1.08476414537904,0.602266558153034
"1986",11,-3,9,0.994641124571194,0.833842897060755
"1987",11,-3,10,0.902201187437104,1.10044597056605
"1988",11,-3,11,0.901281686186414,1.39995432807006
"1989",11,-3,12,0.889715493142149,1.72967746237272
"1990",11,-3,13,0.983991442515858,2.08633353386765
"1991",11,-3,14,1.0402546690539,2.46663059930917
"1992",11,-3,15,1.04250657137753,2.86659164967751
"1993",11,-3,16,1.03363451473429,3.28217142860866
"1994",11,-3,17,1.0227819090211,3.70942514340441
"1995",11,-3,18,1.01140489780991,4.14404161002622
"1996",11,-3,19,0.968123475329282,4.58169936718997
"1997",11,-3,20,0.897840674345021,5.01832694813711
"1998",11,-3,21,0.809573197405924,5.44985298763499
"1999",11,-3,22,0.603822180896847,5.87223710377321
"2000",11,-3,23,0.268394140780539,6.28161989042006
"2001",11,-3,24,0,6.67436640642417
"2002",11,-3,25,0,7.04710509762481
"2003",11,-3,26,0,7.39681122134082
"2004",11,-3,27,0,7.72085843549813
"2005",11,-3,28,0,8.01689986827847
"2006",11,-3,29,0,8.11184310772232
"2007",11,-3,30,0,7.64127641512515
"2008",11,-2,-2,0,0
"2009",11,-2,-1,4.30005085279616e-09,0
"2010",11,-2,0,6.66833162213092e-06,0
"2011",11,-2,1,0.00269547759747581,0
"2012",11,-2,2,0.501633946687813,5.58139053288276e-05
"2013",11,-2,3,0.954236431480364,0.0134468239797223
"2014",11,-2,4,0.992276673318677,0.0594986445466413
"2015",11,-2,5,0.862602519618669,0.143382537059999
"2016",11,-2,6,1.01411785015272,0.267162205726583
"2017",11,-2,7,1.07671488331573,0.431019375181688
"2018",11,-2,8,0.918012242102584,0.634201217384572
"2019",11,-2,9,0.831037658791894,0.875229971528276
