"","Month","Tmin","Tmax","Chill_eff","Heat_eff"
"131",10,-18,22,0.403869151157211,5.00669269892356
"132",10,-18,23,0.0850478005618177,5.37315027498701
"133",10,-18,24,0,5.72479897829984
"134",10,-18,25,0,6.0585752572973
"135",10,-18,26,0,6.37154273818757
"136",10,-18,27,0,6.66075976497404
"137",10,-18,28,0,6.92359003972539
"138",10,-18,29,0,6.98664548779199
"139",10,-18,30,0,6.58357679973441
"140",10,-17,-15,0,0
"141",10,-17,-14,0,0
"142",10,-17,-13,0,0
"143",10,-17,-12,0,0
"144",10,-17,-11,0,0
"145",10,-17,-10,0,0
"146",10,-17,-9,0,0
"147",10,-17,-8,0,0
"148",10,-17,-7,0,0
"149",10,-17,-6,0,0
"150",10,-17,-5,0,0
"151",10,-17,-4,0,0
"152",10,-17,-3,0,0
"153",10,-17,-2,0,0
"154",10,-17,-1,6.67168439422849e-09,0
"155",10,-17,0,3.99019326945084e-06,0
"156",10,-17,1,0.00188615408519991,0
"157",10,-17,2,0.459892293406528,5.43397350789565e-05
"158",10,-17,3,0.928199711493937,0.00761155212127491
"159",10,-17,4,0.793425923029185,0.0353149060050806
"160",10,-17,5,0.998552734131563,0.091406960259386
"161",10,-17,6,0.925607160777977,0.178112501225097
"162",10,-17,7,0.850934834850747,0.296340673538287
"163",10,-17,8,1.02450843280881,0.450032795381018
"164",10,-17,9,1.03422260278329,0.638739351964925
"165",10,-17,10,1.03261614912323,0.860097308039061
"166",10,-17,11,0.905682405548595,1.11156532832729
"167",10,-17,12,0.923651308923923,1.39121331760143
"168",10,-17,13,0.909775170141238,1.69706143803563
"169",10,-17,14,1.01654499079663,2.02666958410238
"170",10,-17,15,1.03001664440518,2.37689574278315
"171",10,-17,16,1.0207736404966,2.74417021356926
"172",10,-17,17,1.00959210457791,3.1244336904367
"173",10,-17,18,0.941697282040973,3.51328433080509
"174",10,-17,19,0.843661024437282,3.90636746834798
"175",10,-17,20,0.807301620502917,4.29950193797625
"176",10,-17,21,0.554819242270442,4.68857856661465
"177",10,-17,22,0.445499598703328,5.06982262826666
"178",10,-17,23,0.237102773748329,5.4397246206583
"179",10,-17,24,7.77574446891036e-06,5.79500198445967
"180",10,-17,25,0,6.13239529538403
"181",10,-17,26,0,6.44863142206339
"182",10,-17,27,0,6.74072531521177
"183",10,-17,28,0,7.00598508254533
"184",10,-17,29,0,7.07094781765483
"185",10,-17,30,0,6.65437434854612
"186",10,-16,-15,0,0
"187",10,-16,-14,0,0
"188",10,-16,-13,0,0
"189",10,-16,-12,0,0
"190",10,-16,-11,0,0
"191",10,-16,-10,0,0
"192",10,-16,-9,0,0
"193",10,-16,-8,0,0
"194",10,-16,-7,0,0
"195",10,-16,-6,0,0
"196",10,-16,-5,0,0
"197",10,-16,-4,0,0
"198",10,-16,-3,0,0
"199",10,-16,-2,0,0
"200",10,-16,-1,6.56276704335214e-09,0
"201",10,-16,0,4.02102058260774e-06,0
"202",10,-16,1,0.00189820853706813,0
"203",10,-16,2,0.465305108476448,5.43397350789565e-05
"204",10,-16,3,0.943919651460348,0.00782512861610589
"205",10,-16,4,0.819632593468259,0.0362063437350102
"206",10,-16,5,1.01021924382654,0.0937081098210682
"207",10,-16,6,0.905949491095036,0.181866916340389
"208",10,-16,7,0.923597896544304,0.302783042983603
"209",10,-16,8,1.04041562763975,0.459917418804457
"210",10,-16,9,1.04226963666246,0.651961035812935
"211",10,-16,10,0.987390299883509,0.876531084243554
"212",10,-16,11,0.909940597681729,1.13146912825004
"213",10,-16,12,0.93089363444772,1.41512859189112
"214",10,-16,13,0.978950189945639,1.72549177428127
"215",10,-16,14,1.04236234819804,2.0598885773381
"216",10,-16,15,1.03618765956262,2.41499040775696
"217",10,-16,16,1.02593156795936,2.78700766486312
"218",10,-16,17,0.986448741081925,3.17163102545635
"219",10,-16,18,0.876885434051982,3.56449754529477
"220",10,-16,19,0.843897610885528,3.96139880601019
"221",10,-16,20,0.840287167864185,4.35816330153187
"222",10,-16,21,0.73410275194654,4.75091276580889
"223",10,-16,22,0.463731844693707,5.13600398913646
"224",10,-16,23,0.3168165023942,5.5099702707842
"225",10,-16,24,0.0340777543268538,5.86925687751996
"226",10,-16,25,0,6.210294594435
"227",10,-16,26,0,6.52977091911274
"228",10,-16,27,0,6.82461663566064
"229",10,-16,28,0,7.09208075113324
"230",10,-16,29,0,7.15870717177139
"231",10,-16,30,0,6.72856374093643
"232",10,-15,-15,0,0
"233",10,-15,-14,0,0
"234",10,-15,-13,0,0
"235",10,-15,-12,0,0
"236",10,-15,-11,0,0
"237",10,-15,-10,0,0
"238",10,-15,-9,0,0
"239",10,-15,-8,0,0
"240",10,-15,-7,0,0
"241",10,-15,-6,0,0
"242",10,-15,-5,0,0
"243",10,-15,-4,0,0
"244",10,-15,-3,0,0
"245",10,-15,-2,0,0
"246",10,-15,-1,6.44459820213537e-09,0
"247",10,-15,0,4.05703682667486e-06,0
"248",10,-15,1,0.00191239381120619,0
"249",10,-15,2,0.471053162311695,5.43397350789565e-05
"250",10,-15,3,0.958985728287897,0.00804565626155901
"251",10,-15,4,0.825816164748759,0.0372136150595243
"252",10,-15,5,1.02083784508225,0.0961237860209482
"253",10,-15,6,0.870718229892018,0.185889512566644
"254",10,-15,7,0.974766750005626,0.309860458121653
"255",10,-15,8,1.0504385498527,0.470428881113275
"256",10,-15,9,1.04983886060453,0.665792475575789
"257",10,-15,10,0.927098318740473,0.893665924546551
"258",10,-15,11,0.923264115747577,1.15241216690302
"259",10,-15,12,0.962271381299723,1.44046121855089
"260",10,-15,13,1.04600605048862,1.75566859798963
"261",10,-15,14,1.05008537447071,2.09506201606481
"262",10,-15,15,1.04101284495492,2.45516320586659
"263",10,-15,16,1.03043645875003,2.83184158858397
"264",10,-15,17,0.90977067845564,3.22077564931012
"265",10,-15,18,0.879484033704937,3.61776768368108
"266",10,-15,19,0.883095721263861,4.01863168372658
"267",10,-15,20,0.846107444244917,4.41943236607999
"268",10,-15,21,0.828143778513625,4.81643924236144
"269",10,-15,22,0.552014792981176,5.20603714747454
"270",10,-15,23,0.364180548916215,5.58440933450846
"271",10,-15,24,0.141995630338706,5.94772883928153
"272",10,-15,25,0,6.29237694417683
"273",10,-15,26,0,6.61493628390735
"274",10,-15,27,0,6.91229949731416
"275",10,-15,28,0,7.18176448327798
"276",10,-15,29,0,7.25021105652282
"277",10,-15,30,0,6.8072034306992
"278",10,-14,-14,0,0
"279",10,-14,-13,0,0
"280",10,-14,-12,0,0
"281",10,-14,-11,0,0
"282",10,-14,-10,0,0
"283",10,-14,-9,0,0
"284",10,-14,-8,0,0
"285",10,-14,-7,0,0
"286",10,-14,-6,0,0
"287",10,-14,-5,0,0
"288",10,-14,-4,0,0
"289",10,-14,-3,0,0
"290",10,-14,-2,0,0
"291",10,-14,-1,6.31740176127101e-09,0
"292",10,-14,0,4.0992229368e-06,0
"293",10,-14,1,0.00192918239242085,0
"294",10,-14,2,0.477197094711149,5.43397350789565e-05
"295",10,-14,3,0.973426603970375,0.00827313351343925
"296",10,-14,4,0.892545901851142,0.0383366649511205
"297",10,-14,5,1.03073667285071,0.0986538091345129
"298",10,-14,6,0.85775473815114,0.190283218324985
"299",10,-14,7,1.03357773521196,0.317574479799628
"300",10,-14,8,1.05818304674796,0.481564498719504
"301",10,-14,9,1.01890749699306,0.680235436551251
"302",10,-14,10,0.938894728435789,0.911662477895915
"303",10,-14,11,0.941257039678351,1.17460702406329
"304",10,-14,12,1.02289298979309,1.46745289820049
"305",10,-14,13,1.06168739728496,1.78774603548308
"306",10,-14,14,1.05468066575839,2.13234070448978
"307",10,-14,15,1.04496046268648,2.49739055875606
"308",10,-14,16,0.94286014754451,2.8786681602994
"309",10,-14,17,0.912261449809018,3.27202311015429
"310",10,-14,18,0.896007636075799,3.673303453975
"311",10,-14,19,0.896030375584139,4.07856523228647
"312",10,-14,20,0.854897608755919,4.48404044437618
"313",10,-14,21,0.83354390212087,4.88599896072351
"314",10,-14,22,0.708993204949197,5.28040308677749
"315",10,-14,23,0.538521353604178,5.6632073196433
"316",10,-14,24,0.223403786850659,6.03050876832284
"317",10,-14,25,0,6.378580753165
"318",10,-14,26,0,6.70398897569387
"319",10,-14,27,0,7.00380581452879
"320",10,-14,28,0,7.27577290574989
"321",10,-14,29,0,7.34678390085662
"322",10,-14,30,0,6.89113965698539
"323",10,-13,-13,0,0
"324",10,-13,-12,0,0
"325",10,-13,-11,0,0
"326",10,-13,-10,0,0
"327",10,-13,-9,0,0
"328",10,-13,-8,0,0
"329",10,-13,-7,0,0
"330",10,-13,-6,0,0
"331",10,-13,-5,0,0
"332",10,-13,-4,0,0
"333",10,-13,-3,0,0
"334",10,-13,-2,0,0
"335",10,-13,-1,6.18150522179963e-09,0
"336",10,-13,0,4.1486561278056e-06,0
"337",10,-13,1,0.00194912926524781,0
"338",10,-13,2,0.483805537485397,5.43397350789565e-05
"339",10,-13,3,0.987306210634855,0.00850755877816258
"340",10,-13,4,0.951732278479806,0.03957542622809
"341",10,-13,5,1.02268700639348,0.101297987418261
"342",10,-13,6,0.883445901029535,0.195166117112901
"343",10,-13,7,1.05847256192469,0.325923399197099
"344",10,-13,8,1.06478551492118,0.493321294516402
"345",10,-13,9,0.944390396894267,0.695366802603344
"346",10,-13,10,0.942527557875028,0.93072625110395
"347",10,-13,11,0.981994288068633,1.19830663396311
"348",10,-13,12,1.06783227035176,1.49628439885404
"349",10,-13,13,1.06674520349264,1.82191393272474
"350",10,-13,14,1.05806030028576,2.17172802715712
"351",10,-13,15,0.97681221214311,2.54165758192103
"352",10,-13,16,0.913391777334964,2.92763707457425
"353",10,-13,17,0.906930290851157,3.32559621569138
"354",10,-13,18,0.915663850603478,3.73163221798878
"355",10,-13,19,0.912067902616467,4.14199170715126
"356",10,-13,20,0.897457058000839,4.55286141847117
"357",10,-13,21,0.871814806043833,4.96003013164387
"358",10,-13,22,0.852937399075259,5.3592706272565
"359",10,-13,23,0.615633510399306,5.74642698267305
"360",10,-13,24,0.227739457036393,6.11750348254279
"361",10,-13,25,0.0322605190877303,6.46881159942193
"362",10,-13,26,0,6.79729323127742
"363",10,-13,27,0,7.10033829150742
"364",10,-13,28,0,7.37530395110831
"365",10,-13,29,0,7.44877911176787
"366",10,-13,30,0,6.98032705830669
"367",10,-12,-12,0,0
"368",10,-12,-11,0,0
"369",10,-12,-10,0,0
"370",10,-12,-9,0,0
"371",10,-12,-8,0,0
"372",10,-12,-7,0,0
"373",10,-12,-6,0,0
"374",10,-12,-5,0,0
"375",10,-12,-4,0,0
"376",10,-12,-3,0,0
"377",10,-12,-2,0,0
"378",10,-12,-1,6.03733972361953e-09,0
"379",10,-12,0,4.2099483643555e-06,0
"380",10,-12,1,0.00197289854451635,0
"381",10,-12,2,0.490956750672025,5.43397350789565e-05
"382",10,-12,3,1.00002230521101,0.00874893041276736
"383",10,-12,4,0.993469134107354,0.0409298195614388
"384",10,-12,5,0.970187951307661,0.104074947435523
"385",10,-12,6,0.914113205773701,0.200657632001513
"386",10,-12,7,1.06986881756239,0.334905210418552
"387",10,-12,8,1.05199404045184,0.505696851546388
"388",10,-12,9,0.938911018619593,0.711359515182279
"389",10,-12,10,0.952314853085826,0.951102387636321
"390",10,-12,11,1.05627715729728,1.22376399336352
"391",10,-12,12,1.07676820387103,1.52715117807864
"392",10,-12,13,1.06959036376504,1.85823926450484
"393",10,-12,14,1.0120099642652,2.2132029488506
"394",10,-12,15,0.94068441362778,2.58809965351322
"395",10,-12,16,0.944138791452835,2.97898699277305
"396",10,-12,17,0.934706438782863,3.38205422301113
"397",10,-12,18,0.910192057093259,3.79361604507262
"398",10,-12,19,0.901814414588449,4.20980625022936
"399",10,-12,20,0.911641972637358,4.62629371580299
"400",10,-12,21,0.974361501847596,5.03870199039185
"401",10,-12,22,0.882912184806304,5.44266369864134
"402",10,-12,23,0.650900785356709,5.83395869179477
"403",10,-12,24,0.292096617866408,6.20878471204556
"404",10,-12,25,0.0322885177649081,6.56394373009804
"405",10,-12,26,0,6.89625741555739
"406",10,-12,27,0,7.20263964349412
"407",10,-12,28,0,7.48041297787976
"408",10,-12,29,0,7.55620584337444
"409",10,-12,30,0,7.07483223166852
"410",10,-11,-11,0,0
"411",10,-11,-10,0,0
"412",10,-11,-9,0,0
"413",10,-11,-8,0,0
"414",10,-11,-7,0,0
"415",10,-11,-6,0,0
"416",10,-11,-5,0,0
"417",10,-11,-4,0,0
"418",10,-11,-3,0,0
"419",10,-11,-2,0,0
"420",10,-11,-1,5.88543744520327e-09,0
"421",10,-11,0,4.28530189548292e-06,0
"422",10,-11,1,0.00200130720996972,0
"423",10,-11,2,0.498741669892334,5.43397350789565e-05
"424",10,-11,3,0.996654186425676,0.0089974370251965
"425",10,-11,4,1.02212958594271,0.0423997534831772
"426",10,-11,5,0.910835322618254,0.107081158414755
"427",10,-11,6,1.01435861765118,0.206790010789083
"428",10,-11,7,1.07642490720883,0.344517611367394
"429",10,-11,8,0.981539584757905,0.518744403436539
"430",10,-11,9,0.935638286451964,0.728448673211498
"431",10,-11,10,0.996733408057028,0.973084708208674
"432",10,-11,11,1.08304895731821,1.25117743554352
"433",10,-11,12,1.07940153082267,1.56020578137142
"434",10,-11,13,1.04684881082184,1.89669999478753
"435",10,-11,14,0.963110485258631,2.25687946497668
"436",10,-11,15,0.950837762950065,2.63697290712402
"437",10,-11,16,0.952900999676404,3.0333133939413
"438",10,-11,17,0.937928419958949,3.44233687276263
"439",10,-11,18,0.937830283806183,3.86015642768393
"440",10,-11,19,0.951122542795148,4.28237520178701
"441",10,-11,20,0.996528897682285,4.70449720349497
"442",10,-11,21,0.991385927585158,5.12199550474996
"443",10,-11,22,0.884624426980902,5.53051491593245
"444",10,-11,23,0.650854811775842,5.92626629304683
"445",10,-11,24,0.292166832774909,6.30570453496259
"446",10,-11,25,0.0323009260848014,6.66513161740399
"447",10,-11,26,0,7.00115395989865
"448",10,-11,27,0,7.31073059649052
"449",10,-11,28,0,7.59118794729862
"450",10,-11,29,0,7.66915701838901
"451",10,-11,30,0,7.17494154327606
"452",10,-10,-10,0,0
"453",10,-10,-9,0,0
"454",10,-10,-8,0,0
"455",10,-10,-7,0,0
"456",10,-10,-6,0,0
"457",10,-10,-5,0,0
"458",10,-10,-4,0,0
"459",10,-10,-3,0,0
"460",10,-10,-2,0,0
"461",10,-10,-1,5.72642632850754e-09,0
"462",10,-10,0,4.37590651843436e-06,0
"463",10,-10,1,0.00203539982396284,0
"464",10,-10,2,0.507250528465688,5.43397350789565e-05
"465",10,-10,3,0.918695041228734,0.00926399063660176
"466",10,-10,4,1.04173450775832,0.0439851243959777
"467",10,-10,5,0.856430877305371,0.110448226155548
"468",10,-10,6,1.06236936779105,0.213561951197832
"469",10,-10,7,1.08143493239991,0.35475800477817
"470",10,-10,8,0.93193575782567,0.532647082908796
"471",10,-10,9,0.930722919406633,0.74692296501178
"472",10,-10,10,1.07826658856071,0.996931046371578
"473",10,-10,11,1.08722792486294,1.28076744957847
"474",10,-10,12,1.08083082531901,1.59544221820839
"475",10,-10,13,0.958137636690024,1.93738393604311
"476",10,-10,14,0.956424998191528,2.30303141507321
"477",10,-10,15,0.942938311306584,2.68891431670674
"478",10,-10,16,0.93808252847968,3.09164124477423
"479",10,-10,17,0.945884239952708,3.50733924574799
"480",10,-10,18,0.987232201062319,3.93159600276183
"481",10,-10,19,1.01392107299235,4.35983179855642
"482",10,-10,20,1.00458247303343,4.78741778454972
"483",10,-10,21,0.991280587044778,5.21003535796877
"484",10,-10,22,0.852638366755425,5.62385466097904
"485",10,-10,23,0.586492892058188,6.0248058640161
"486",10,-10,24,0.291603377485663,6.40890460115492
"487",10,-10,25,0.0322646510384334,6.77246160202628
"488",10,-10,26,0,7.11208949400869
"489",10,-10,27,0,7.4247435923198
"490",10,-10,28,0,7.70802104282603
"491",10,-10,29,0,7.78895239944434
"492",10,-10,30,0,7.28295754708329
"493",10,-9,-9,0,0
"494",10,-9,-8,0,0
"495",10,-9,-7,0,0
"496",10,-9,-6,0,0
"497",10,-9,-5,0,0
"498",10,-9,-4,0,0
"499",10,-9,-3,0,0
"500",10,-9,-2,0,0
"501",10,-9,-1,5.5610222123758e-09,0
"502",10,-9,0,4.48297384610726e-06,0
"503",10,-9,1,0.00207657275013192,0
"504",10,-9,2,0.516646788250587,5.43397350789565e-05
"505",10,-9,3,0.890461935109166,0.00957840438894642
"506",10,-9,4,1.05547947373517,0.0456858165841998
"507",10,-9,5,0.902882676573717,0.114332860857324
"508",10,-9,6,1.07980119777333,0.22097183405405
"509",10,-9,7,0.994246897557738,0.365654260912589
"510",10,-9,8,0.948429710256883,0.547678279650399
"511",10,-9,9,1.03709032004315,0.767117841462966
"512",10,-9,10,1.09214187147451,1.02288614233734
"513",10,-9,11,1.08775394076834,1.31258272304734
"514",10,-9,12,0.976862477256091,1.63292008206678
"515",10,-9,13,0.958444103111994,1.98058063742642
"516",10,-9,14,0.959851882117092,2.35234398324329
"517",10,-9,15,0.939105322919457,2.74504048832096
"518",10,-9,16,0.956046146815279,3.15484802079103
"519",10,-9,17,1.01673420593985,3.57738257697209
"520",10,-9,18,1.02769650318262,4.00802593148576
"521",10,-9,19,1.01630862421107,4.44215645343793
"522",10,-9,20,1.00280368158108,4.87564205503913
"523",10,-9,21,0.89781314028551,5.30431600687332
"524",10,-9,22,0.784968840742802,5.72377636626295
"525",10,-9,23,0.526248554327169,6.12983024600841
"526",10,-9,24,0.194857649124389,6.51850739798584
"527",10,-9,25,0,6.88611035761837
"528",10,-9,26,0,7.22957980806214
"529",10,-9,27,0,7.54620095479169
"530",10,-9,28,0,7.83330251684688
"531",10,-9,29,0,7.91752091052928
"532",10,-9,30,0,7.39960159798156
"533",10,-8,-8,0,0
"534",10,-8,-7,0,0
"535",10,-8,-6,0,0
"536",10,-8,-5,0,0
"537",10,-8,-4,0,0
"538",10,-8,-3,0,0
"539",10,-8,-2,0,0
"540",10,-8,-1,5.39001858922505e-09,0
"541",10,-8,0,4.61495619355055e-06,0
"542",10,-8,1,0.00212677732353357,0
"543",10,-8,2,0.527099132335549,5.43397350789565e-05
"544",10,-8,3,0.820212329458988,0.00997878620710288
"545",10,-8,4,1.06031800915525,0.0475020993902632
"546",10,-8,5,0.932160827794385,0.118850997224656
"547",10,-8,6,1.08627696522139,0.229017742744717
"548",10,-8,7,0.914271557447209,0.377391922476935
"549",10,-8,8,0.945095803270727,0.564187099783951
"550",10,-8,9,1.08998116609621,0.789311334717291
"551",10,-8,10,1.09272652028477,1.05109807353764
"552",10,-8,11,0.993888038295656,1.34665671207022
"553",10,-8,12,0.957340285409387,1.67294019242173
"554",10,-8,13,0.948669983614056,2.02703247844247
"555",10,-8,14,0.941704867862027,2.40603051544774
"556",10,-8,15,0.96433193417246,2.80620295152397
"557",10,-8,16,1.03820038022732,3.22322863488997
"558",10,-8,17,1.03861870874664,3.65251235005327
"559",10,-8,18,1.02641732322176,4.08965134303008
"560",10,-8,19,0.982422696175233,4.5305511056961
"561",10,-8,20,0.89239873238299,4.97064669037227
"562",10,-8,21,0.847371098174122,5.40540991679596
"563",10,-8,22,0.734868949547885,5.83044940518152
"564",10,-8,23,0.45055209818571,6.24156507187884
"565",10,-8,24,0.129801039045645,6.63517039596444
"566",10,-8,25,0,7.0078140667386
"567",10,-8,26,0,7.3560884815117
"568",10,-8,27,0,7.67693548525177
"569",10,-8,28,0,7.96767968455155
"570",10,-8,29,0,8.05496318465917
"571",10,-8,30,0,7.52498143941802
"572",10,-7,-7,0,0
"573",10,-7,-6,0,0
"574",10,-7,-5,0,0
"575",10,-7,-4,0,0
"576",10,-7,-3,0,0
"577",10,-7,-2,0,0
"578",10,-7,-1,5.21427432344037e-09,0
"579",10,-7,0,4.78081581464725e-06,0
"580",10,-7,1,0.00218888086427025,0
"581",10,-7,2,0.53877896895374,5.43397350789565e-05
"582",10,-7,3,0.753517593530279,0.010492918741034
"583",10,-7,4,0.962224624840162,0.049486049129758
"584",10,-7,5,1.03472242837989,0.12401233137552
"585",10,-7,6,1.0470502871029,0.237709574933775
"586",10,-7,7,0.901349462970464,0.390296059347424
"587",10,-7,8,1.06312732226688,0.582546052386963
"588",10,-7,9,1.09519851356993,0.813755135200994
"589",10,-7,10,1.01072252725444,1.08158758434698
"590",10,-7,11,0.95271981049706,1.38329309389136
"591",10,-7,12,0.964336546875404,1.71631380488837
"592",10,-7,13,0.946574976769366,2.07805229364976
"593",10,-7,14,1.00310643618128,2.46490778884371
"594",10,-7,15,1.05247743363119,2.87265575979775
"595",10,-7,16,1.04703898759741,3.29685368110763
"596",10,-7,17,1.03481276919427,3.73346240365437
"597",10,-7,18,0.968806188354708,4.17808789203897
"598",10,-7,19,0.887357301656327,4.62605330935189
"599",10,-7,20,0.867592484264251,5.07273067986822
"600",10,-7,21,0.815932679172458,5.51359789987823
"601",10,-7,22,0.638710558105237,5.94469142977826
"602",10,-7,23,0.314888360462467,6.36196790095267
"603",10,-7,24,0.0646817259282678,6.7614161883695
"604",10,-7,25,0,7.13930187634438
"605",10,-7,26,0,7.4922089605341
"606",10,-7,27,0,7.81710646047118
"607",10,-7,28,0,8.11166155830323
"608",10,-7,29,0,8.20262393259403
"609",10,-7,30,0,7.66152397866989
"610",10,-6,-6,0,0
"611",10,-6,-5,0,0
"612",10,-6,-4,0,0
"613",10,-6,-3,0,0
"614",10,-6,-2,0,0
"615",10,-6,-1,5.03469977576436e-09,0
"616",10,-6,0,4.99450860057396e-06,0
"617",10,-6,1,0.00226731237417467,0
"618",10,-6,2,0.548763068028714,5.43397350789565e-05
"619",10,-6,3,0.719045922498875,0.0111230372759113
"620",10,-6,4,0.860810328194514,0.0518097014825563
"621",10,-6,5,1.07262211749923,0.129815633896068
"622",10,-6,6,0.902180354941456,0.247219163972888
"623",10,-6,7,0.960192359293867,0.404796953179943
"624",10,-6,8,1.09278378812925,0.603077880343577
"625",10,-6,9,1.03044184379165,0.840496941913679
"626",10,-6,10,0.944166662232623,1.11464905395606
"627",10,-6,11,0.953108551607326,1.42338827908292
