"Month","Tmin","Tmax","Dynamic_Model","GDH"
10,8,9,0.815699550812008,53.9101882156477
10,8,10,0.814277423743067,65.3831839188037
10,8,11,0.782688956501679,78.0480892919748
10,8,12,0.780381028432739,91.7273733797987
10,8,13,0.750188158549001,106.227882406548
10,8,14,0.682291276672849,121.344305859407
10,8,15,0.653356335762522,136.862860376345
10,8,16,0.521441471515148,152.565120424255
10,8,17,0.488440200561924,168.231921989167
10,8,18,0.489027059850875,183.64726420782
10,8,19,0.453966749068213,198.602134072794
10,8,20,0.0322671305235451,212.898181035768
10,8,21,0,226.351171478709
10,8,22,0,238.794157555148
10,8,23,0,250.080300728935
10,8,24,0,260.08529733601
10,8,25,0,268.709361521795
10,8,26,0,269.508328061767
10,8,27,0,265.400473208145
10,8,28,0,257.543668652763
10,8,29,0,249.333436990527
10,8,30,0,238.211906180609
10,9,9,0.809226166429025,67.2709282988837
10,9,10,0.782858039807343,79.2548266537638
10,9,11,0.780204876846019,92.3969871654501
10,9,12,0.749119111803109,106.517249757452
10,9,13,0.714406955308065,121.420173556399
10,9,14,0.65143286252546,136.898527185867
10,9,15,0.584614849844528,152.736991961624
10,9,16,0.488760433801439,168.716006715227
10,9,17,0.488034852639781,184.615680288934
10,9,18,0.486723062192683,200.219696534876
10,9,19,0.0645681602901075,215.31913693816
10,9,20,0,229.716147759558
10,9,21,0,243.227381820828
10,9,22,0,255.687149667272
10,9,23,0,266.950220742444
10,9,24,0,276.894222277674
10,9,25,0,285.421591689217
10,9,26,0,285.96363013269
10,9,27,0,281.194492753247
10,9,28,0,273.210338497827
10,9,29,0,264.29921880293
10,9,30,0,252.49236007607
10,10,10,0.752033161764818,94.8805699315991
10,10,11,0.746968756942494,108.458306811629
10,10,12,0.714191349318359,122.976057982781
10,10,13,0.650159583534619,138.236254460339
10,10,14,0.58357724669096,154.029911279082
10,10,15,0.487907616408806,170.140348668394
10,10,16,0.488258083529665,186.347049636235
10,10,17,0.45338921397627,202.429579841434
10,10,18,0.0322791205285332,218.171494506721
10,10,19,0,233.364157495619
10,10,20,0,247.810399536
10,10,21,0,261.327945882416
10,10,22,0,273.752548399696
10,10,23,0,284.940763025099
10,10,24,0,294.772320702851
10,10,25,0,303.152048037195
10,10,26,0,303.387142499993
10,10,27,0,297.911349043099
10,10,28,0,289.752160830953
10,10,29,0,279.846214543112
10,10,30,0,267.57746124664
10,11,11,0.711187019728037,126
10,11,12,0.648223308600756,140.868271199814
10,11,13,0.583545902157441,156.43731045913
10,11,14,0.486996715521198,172.496553249653
10,11,15,0.484990427786599,188.828138893092
10,11,16,0.323761627627914,205.210779492668
10,11,17,0,221.423685733737
10,11,18,0,237.25047424133
10,11,19,0,252.482981637306
10,11,20,0,266.924912383108
10,11,21,0,280.3952508851
10,11,22,0,292.731373108227
10,11,23,0,303.791798992318
10,11,24,0,313.458534169918
10,11,25,0,321.638957697887
10,11,26,0,321.516591169251
10,11,27,0,315.288555327839
10,11,28,0,306.894938259027
10,11,29,0,295.703871584217
10,11,30,0,283.20584023197
10,12,12,0.612941077111261,159.934061859669
10,12,13,0.485307042949587,175.760734769741
10,12,14,0.387954788018708,192.033275507231
10,12,15,0.0645278433417999,208.532827663877
10,12,16,0,225.037521495872
10,12,17,0,241.326404186216
10,12,18,0,257.18334616611
10,12,19,0,272.400848673818
10,12,20,0,286.783679756217
10,12,21,0,300.152269390634
10,12,22,0,312.345799251166
10,12,23,0,323.224928765368
10,12,24,0,332.674106378824
10,12,25,0,340.603423218551
10,12,26,0,340.073149692807
10,12,27,0,333.047641716313
10,12,28,0,324.161913795377
10,12,29,0,311.799118512814
10,12,30,0,299.101813306337
10,13,13,0,195.924724643009
10,13,14,0,212.35625754332
10,13,15,0,228.968798088472
10,13,16,0,245.540086880751
10,13,17,0,261.849201314279
10,13,18,0,277.680459372658
10,13,19,0,292.827219210353
10,13,20,0,307.095501858319
10,13,21,0,320.307367947674
10,13,22,0,332.303984269202
10,13,23,0,342.948322180393
10,13,24,0,352.127437209543
10,13,25,0,359.754287538775
10,13,26,0,358.76631300892
10,13,27,0,350.899035805421
10,13,28,0,341.174443025917
10,13,29,0,327.916572635502
10,13,30,0,314.980270775798
10,14,14,0,233.168016416221
10,14,15,0,249.837356014068
10,14,16,0,266.4187996625
10,14,17,0,282.691649882024
10,14,18,0,298.440866250641
10,14,19,0,313.460855532396
10,14,20,0,327.559079642386
10,14,21,0,340.559412573882
10,14,22,0,352.305182413708
10,14,23,0,362.661840837536
10,14,24,0,371.519209879688
10,14,25,0,378.793264162066
10,14,26,0,377.251062599823
10,14,27,0,368.547192677103
10,14,28,0,357.605767758487
10,14,29,0,343.764936203277
10,14,30,0,330.506492268404
10,15,15,0,270.831983583779
10,15,16,0,287.3667643778
10,15,17,0,303.546709078418
10,15,18,0,319.157612141357
10,15,19,0,333.995118976185
10,15,20,0,347.868317740547
10,15,21,0,360.603075092829
10,15,22,0,372.045052352569
10,15,23,0,382.062344853944
10,15,24,0,390.547694744747
10,15,25,0,397.420235929819
10,15,26,0,395.103398058831
