"Month","Tmin","Tmax","Dynamic_Model","GDH"
12,-10,9,0.518109248003523,8.75444599735964
12,-10,10,0.612257847386286,13.1659120902233
12,-10,11,0.582927266892365,18.4577351354911
12,-10,12,0.593607978940073,24.5923171753099
12,-10,13,0.600355665980031,31.4891952225125
12,-10,14,0.614131595709571,39.0151454706695
12,-10,15,0.55278616364829,47.0266780102284
12,-10,16,0.437332270756362,55.3731741922152
12,-10,17,0.551164087931965,63.940536267549
12,-10,18,0.465683286055136,72.6487823373049
12,-10,19,0.505813483972454,81.3537651973441
12,-10,20,0.51754060629454,89.9026701493718
12,-10,21,0.512501575662211,98.149174737744
12,-10,22,0.498879019934927,105.963423374759
12,-10,23,0.361312625028245,113.253329461161
12,-10,24,0,119.911427033599
12,-10,25,0,125.841454240259
12,-10,26,0,128.092958278625
12,-10,27,0,125.039119085308
12,-10,28,0,121.043390599461
12,-10,29,0,117.161038808532
12,-10,30,0,113.380942682548
12,-9,-5,6.84917849587692e-06,0
12,-9,-4,3.28958251891821e-05,0
12,-9,-3,0.000159780706823432,0
12,-9,-2,0.000775497494069845,0
12,-9,-1,0.00372939277961515,0
12,-9,0,0.0174912006821711,0
12,-9,1,0.0755904838776639,0
12,-9,2,0.249773836709951,0
12,-9,3,0.485134001165361,0
12,-9,4,0.508741575898845,0
12,-9,5,0.569963040894541,0.188913032710912
12,-9,6,0.579347833680999,1.0104097975387
12,-9,7,0.566766625397218,2.70627375166217
12,-9,8,0.587928805398562,5.37767803527424
12,-9,9,0.575530363661919,8.97064070945298
12,-9,10,0.625697644621222,13.4785788349184
12,-9,11,0.593327449195705,18.887533899273
12,-9,12,0.609876247593433,25.1636911593083
12,-9,13,0.612193958613846,32.1932295866647
12,-9,14,0.594844166045649,39.8412181650115
12,-9,15,0.438727478049226,47.9626620735927
12,-9,16,0.568977571847539,56.4356683683472
12,-9,17,0.56561667350944,65.1872759617954
12,-9,18,0.523755547949863,74.0756622554183
12,-9,19,0.538930980689885,82.9429632471466
12,-9,20,0.536014990680016,91.6352038899619
12,-9,21,0.523495229173088,100.020035714353
12,-9,22,0.506291389285007,107.988922224583
12,-9,23,0.487062329182097,115.416627155253
12,-9,24,0.128944185474123,122.190940983854
12,-9,25,0,128.215479392098
12,-9,26,0,130.541547232447
12,-9,27,0,127.387570218046
12,-9,28,0,123.493292606232
12,-9,29,0,119.697165931108
12,-9,30,0,115.577289207692
12,-8,-5,8.11627445695193e-06,0
12,-8,-4,3.68974353286973e-05,0
12,-8,-3,0.00017401390447315,0
12,-8,-2,0.000829533408832257,0
12,-8,-1,0.00394061811805678,0
12,-8,0,0.0183092013928722,0
12,-8,1,0.0785165797973136,0
12,-8,2,0.257934604141593,0
12,-8,3,0.499476108734639,0
12,-8,4,0.571536086445003,0
12,-8,5,0.569874622985053,0.197442361136279
12,-8,6,0.599934420349892,1.04360351321827
12,-8,7,0.584261224657604,2.80480594132167
12,-8,8,0.570935628357717,5.53972425028951
12,-8,9,0.627334810813341,9.2045527879664
12,-8,10,0.632657771726443,13.8171879326218
12,-8,11,0.612060817335695,19.365471347791
12,-8,12,0.623602405746184,25.7816875442631
12,-8,13,0.606923978728862,32.9418341463304
12,-8,14,0.533617626255875,40.7093007771775
12,-8,15,0.581622675156126,48.9583077728251
12,-8,16,0.598204851927755,57.6221450319959
12,-8,17,0.540305785606103,66.5657459237468
12,-8,18,0.559034767512286,75.6287356446021
12,-8,19,0.558542076247936,84.6520414829117
12,-8,20,0.547504867720877,93.5053591702824
12,-8,21,0.531041003044479,102.060706829992
12,-8,22,0.511981938159173,110.179424720611
12,-8,23,0.46073476331003,117.734834091351
12,-8,24,0.290801791895742,124.614445280656
12,-8,25,0,130.737400584438
12,-8,26,0,133.169913349395
12,-8,27,0,129.930433334433
12,-8,28,0,126.125902351402
12,-8,29,0,122.401717086115
12,-8,30,0,117.59153218492
12,-7,-5,1.07216600300014e-05,0
12,-7,-4,4.35265590522195e-05,0
12,-7,-3,0.000194241250696741,0
12,-7,-2,0.000899087908433389,0
12,-7,-1,0.00419718398801602,0
12,-7,0,0.0192576894797362,0
12,-7,1,0.0818529409961414,0
12,-7,2,0.266445991559493,0
12,-7,3,0.51394269674593,0
12,-7,4,0.544963673797967,0
12,-7,5,0.577557531341326,0.206450716107017
12,-7,6,0.622124848039549,1.08470979911953
12,-7,7,0.601353553141038,2.9111318801001
12,-7,8,0.562492495402753,5.70931195849984
12,-7,9,0.639866188193996,9.46343372196475
12,-7,10,0.621809233276451,14.1963895120435
12,-7,11,0.628175096539971,19.8911760529547
12,-7,12,0.635969116328943,26.4457242249469
12,-7,13,0.539372529736094,33.7342232228841
12,-7,14,0.583846913330502,41.6314578065221
12,-7,15,0.657413869913029,50.0756383769213
12,-7,16,0.554025368200579,58.943004808388
12,-7,17,0.577764564216984,68.0733274774193
12,-7,18,0.579750474907081,77.3067960122018
12,-7,19,0.57050587785538,86.5148127384815
12,-7,20,0.555169136783895,95.5522123101829
12,-7,21,0.536663043479471,104.269828205977
12,-7,22,0.516689647952857,112.52827379358
12,-7,23,0.350772226223049,120.207268414922
12,-7,24,0.324597260966615,127.217287034193
12,-7,25,0,133.463788094072
12,-7,26,0,135.996759714082
12,-7,27,0,132.658212268472
12,-7,28,0,128.930804089962
12,-7,29,0,125.286501337339
12,-7,30,0,119.827803131612
12,-6,-5,1.76138676222559e-05,0
12,-6,-4,5.72380946163945e-05,0
12,-6,-3,0.000228253863313857,0
12,-6,-2,0.00099944301407121,0
12,-6,-1,0.00453338246963468,0
12,-6,0,0.0204252803007754,0
12,-6,1,0.0857239380417788,0
12,-6,2,0.275891664477764,0
12,-6,3,0.523015530554966,0
12,-6,4,0.564186056448099,0
12,-6,5,0.554946771312281,0.215937891312508
12,-6,6,0.632267836172654,1.13372183742916
12,-6,7,0.635625793111671,3.02522620523267
12,-6,8,0.622629807151627,5.88911185109383
12,-6,9,0.652561869422209,9.74822575372419
12,-6,10,0.650940731688726,14.6242843250914
12,-6,11,0.661456099164503,20.4641856111365
12,-6,12,0.574335463309893,27.1551304348679
12,-6,13,0.586394726687776,34.576754547904
12,-6,14,0.677488582996435,42.6711043517999
12,-6,15,0.597535256803846,51.3298667768641
12,-6,16,0.585581699383234,60.3957801942318
12,-6,17,0.589187295727231,69.7136302146277
12,-6,18,0.582957834305865,79.1536239028432
12,-6,19,0.578278825078792,88.5585380971584
12,-6,20,0.56073709821375,97.7709345663467
12,-6,21,0.541272882872427,106.642399399964
12,-6,22,0.437828115387963,115.055840035836
12,-6,23,0.097155421714948,122.891024202224
12,-6,24,0.326211670355081,130.035001318733
12,-6,25,0,136.391323849744
12,-6,26,0,139.006587503825
12,-6,27,0,135.589077563591
12,-6,28,0,131.975407479085
12,-6,29,0,128.439589258633
12,-6,30,0,122.355799556097
12,-5,-5,4.01687485410733e-05,0
12,-5,-4,9.34542180915442e-05,0
12,-5,-3,0.000298896160256118,0
12,-5,-2,0.00116921909291391,0
12,-5,-1,0.00501934175128816,0
12,-5,0,0.0219499788394626,0
12,-5,1,0.0902867930054224,0
12,-5,2,0.28651352242462,0
12,-5,3,0.534520817063698,0
12,-5,4,0.582135145051047,0
12,-5,5,0.566764624268665,0.225903669467057
12,-5,6,0.660411553396136,1.19063015844497
12,-5,7,0.58078265685932,3.14706094376091
12,-5,8,0.668959000267523,6.09159856679214
12,-5,9,0.678116342795508,10.0736022955644
12,-5,10,0.672895387469152,15.1005322592478
12,-5,11,0.614950080190442,21.0839475119462
12,-5,12,0.584826733813573,27.9123418442071
12,-5,13,0.689864448586448,35.5307258406181
12,-5,14,0.654761943811452,43.8499664688947
12,-5,15,0.579637124077393,52.7186828329753
12,-5,16,0.607481745836628,61.9916185976208
12,-5,17,0.602244937326677,71.5349633416928
12,-5,18,0.590843572877467,81.1846921925336
12,-5,19,0.583853526891778,90.7775066744088
12,-5,20,0.565369835551894,100.170520288533
12,-5,21,0.451158498562751,109.229058828467
12,-5,22,0.174837056281947,117.812416538979
12,-5,23,0.24323654702244,125.792595040858
12,-5,24,0.267325843618787,133.062550418845
12,-5,25,0,139.545407126135
12,-5,26,0,142.235028184171
12,-5,27,0,138.816163245636
12,-5,28,0,135.333299774877
12,-5,29,0,131.92081468326
12,-5,30,0,125.235881480512
12,-4,-4,0.000210688648809307,0
12,-4,-3,0.000484646664686117,0
12,-4,-2,0.00152336878054643,0
12,-4,-1,0.00584009144471709,0
12,-4,0,0.024145400227286,0
12,-4,1,0.09610293594309,0
12,-4,2,0.298632395812613,0
12,-4,3,0.548021411001783,0
12,-4,4,0.602485653254288,0
12,-4,5,0.602722391347299,0.236347822314878
12,-4,6,0.676159474426432,1.25542264375317
12,-4,7,0.610287226433112,3.27667034559115
12,-4,8,0.690687839655944,6.31996993698805
12,-4,9,0.687770946366228,10.448154648717
12,-4,10,0.646990790373064,15.6247018941912
12,-4,11,0.58457440170566,21.7506827585874
12,-4,12,0.695781748818681,28.7732658853877
12,-4,13,0.702785382730596,36.6258780919431
12,-4,14,0.639387374952962,45.1660011389927
12,-4,15,0.632939845022013,54.2634912341793
12,-4,16,0.636186457640145,63.777917415116
12,-4,17,0.623526119731033,73.5437304271174
12,-4,18,0.596722047457078,83.4012267969124
12,-4,19,0.559280584298473,93.2089353351424
12,-4,20,0.350890536279095,102.80905315
12,-4,21,0.290854725668399,112.049742494392
12,-4,22,0.362780312755743,120.798598955131
12,-4,23,0.255973883667396,128.945597256108
12,-4,24,0.329859693567183,136.383483570692
12,-4,25,0,143.025336113436
12,-4,26,0,145.681737347816
12,-4,27,0,142.408974018743
12,-4,28,0,139.078257235198
12,-4,29,0,135.809597712666
12,-4,30,0,128.538739530529
12,-3,-3,0.00107945512526319,0
12,-3,-2,0.00245308811684628,0
12,-3,-1,0.00755690176747097,0
12,-3,0,0.0278876410917292,0
12,-3,1,0.104496659394656,0
12,-3,2,0.313696309118045,0
12,-3,3,0.563399296314571,0
12,-3,4,0.608173461724067,0
12,-3,5,0.638059216589865,0.247292559562848
12,-3,6,0.662721503835181,1.32808453034345
12,-3,7,0.669181113864995,3.42097343177027
12,-3,8,0.698685090574205,6.58875954617988
12,-3,9,0.668334523409211,10.8715748305522
12,-3,10,0.590430428407334,16.1963506553453
12,-3,11,0.695170843974439,22.5118676696704
12,-3,12,0.730991507215943,29.7768573241718
12,-3,13,0.678079525976663,37.8623195319012
12,-3,14,0.677569217604063,46.6534004782655
12,-3,15,0.646139875774009,56.0053370905387
12,-3,16,0.65104119750581,65.7564295847587
12,-3,17,0.601223806212965,75.762333734566
12,-3,18,0.505244756553454,85.8621166473734
12,-3,19,0.368024937199277,95.8898113586023
12,-3,20,0.447712537250892,105.697033345014
12,-3,21,0.490781622076671,115.147494855383
12,-3,22,0.348433254967859,124.108045400986
12,-3,23,0.379683332889682,132.456278081359
12,-3,24,0.444449772511085,140.087897934931
12,-3,25,0,146.91434161881
12,-3,26,0,149.553290109333
12,-3,27,0,146.448131714224
12,-3,28,0,143.263708437758
12,-3,29,0,140.025776835557
12,-3,30,0,132.279356509156
12,-2,-2,0.00538830265312239,0
12,-2,-1,0.0120312939068289,0
12,-2,0,0.035673586118496,0
12,-2,1,0.11867647815969,0
12,-2,2,0.334469443013099,0
12,-2,3,0.566543718761666,0
12,-2,4,0.604669871019562,0
12,-2,5,0.66001581958901,0.26203214963594
12,-2,6,0.599546142859607,1.40859841566042
12,-2,7,0.689026615911442,3.59082428583571
12,-2,8,0.694294066197474,6.9071316693568
12,-2,9,0.600216806927503,11.3434632539713
12,-2,10,0.693905744700516,16.8519516364899
12,-2,11,0.745321525683615,23.4166360977078
12,-2,12,0.704617269513184,30.9283895643005
12,-2,13,0.704546658368216,39.2846498722131
12,-2,14,0.680183297443017,48.3416053385978
12,-2,15,0.603812665020557,57.9564152527988
12,-2,16,0.473444278748672,67.9798562308425
12,-2,17,0.446075086281326,78.2429973781501
12,-2,18,0.51976185291964,88.5921168458278
12,-2,19,0.591999039652822,98.8747699593476
12,-2,20,0.605847154792341,108.939688888843
12,-2,21,0.432219902500203,118.640180170195
12,-2,22,0.448092070338839,127.845092950923
12,-2,23,0.453365927029263,136.425920375019
12,-2,24,0.449955787666,144.269275637633
12,-2,25,0,151.282287809036
12,-2,26,0,153.900916697292
12,-2,27,0,150.967335263177
12,-2,28,0,147.942752530023
12,-2,29,0,144.36732502281
12,-2,30,0,136.52239724854
12,-1,-1,0.0258196998989195,0
12,-1,0,0.0554424205737864,0
12,-1,1,0.147242990699998,0
12,-1,2,0.367069064542232,0
12,-1,3,0.569000337770438,0
12,-1,4,0.599985835286881,0
12,-1,5,0.673716327518599,0.284649551233119
12,-1,6,0.667309244297412,1.49762386110858
12,-1,7,0.716618312800638,3.80076566118997
12,-1,8,0.612986309255646,7.27481115440549
12,-1,9,0.693144336147989,11.8892507171772
12,-1,10,0.723709095493894,17.6513131111634
12,-1,11,0.707205171339183,24.4785162505521
12,-1,12,0.722731267540432,32.2774291048054
12,-1,13,0.643340928209417,40.9173453853109
12,-1,14,0.581860393937613,50.2701359675648
12,-1,15,0.534497558853993,60.177725169701
12,-1,16,0.586006840735991,70.4917096714736
12,-1,17,0.659586988079434,81.0566132621109
12,-1,18,0.684882990456605,91.7109867499855
12,-1,19,0.61241097528273,102.298726862805
12,-1,20,0.495112678596973,112.659286774282
12,-1,21,0.500595657570401,122.638391934107
12,-1,22,0.49487589200287,132.099941731577
12,-1,23,0.484377054520704,140.919526968557
12,-1,24,0.418972885905682,148.98379336111
12,-1,25,0,156.197118963436
12,-1,26,0,158.797729788084
12,-1,27,0,156.02481546571
12,-1,28,0,153.139236346911
12,-1,29,0,148.941410583145
12,-1,30,0,141.263956878893
12,0,0,0.111545869587366,0
12,0,1,0.212913115786328,0
12,0,2,0.425184329685445,0
12,0,3,0.590545466926629,0
12,0,4,0.656701277050848,0
12,0,5,0.623318005907441,0.315188664393946
12,0,6,0.715176771765761,1.60738582598394
12,0,7,0.625133950127096,4.06061710133314
12,0,8,0.695835317766402,7.70802202283111
12,0,9,0.745994604880283,12.5773966630522
12,0,10,0.730862009224823,18.6194613981854
12,0,11,0.700407827373263,25.7483285971806
12,0,12,0.640561206132371,33.8604391290977
12,0,13,0.606964210211392,42.8237476822555
12,0,14,0.648048600254745,52.5064368765944
12,0,15,0.709376633953798,62.7619856540941
12,0,16,0.748441200108952,73.434761518402
12,0,17,0.5810209373007,84.3576258949944
12,0,18,0.528682494691046,95.3589218448389
12,0,19,0.548497225527375,106.277483725044
12,0,20,0.536095689809617,116.950934700517
12,0,21,0.527189092222898,127.224185181686
12,0,22,0.511601588248619,136.953761341389
12,0,23,0.494811092676232,146.010870759745
12,0,24,0.322276373870252,154.287561354662
12,0,25,0,161.689885625411
12,0,26,0,164.267264458952
12,0,27,0,161.65564940966
12,0,28,0,158.911941650402
12,0,29,0,154.098226880062
12,0,30,0,146.585478404177
12,1,1,0.359080028334666,0
12,1,2,0.531888458538551,0
12,1,3,0.611829181159743,0
12,1,4,0.623650780647386,0
12,1,5,0.698818767423813,0.353642759500286
12,1,6,0.647534015479117,1.75674666904992
12,1,7,0.757303255909763,4.37946995562024
12,1,8,0.715565054559609,8.2815041169533
12,1,9,0.711779634278772,13.4484633377386
12,1,10,0.663376481968753,19.8154365562
12,1,11,0.659764993781596,27.2904428896507
12,1,12,0.701283595996046,35.7699758734192
12,1,13,0.750056323284516,45.1294599488158
12,1,14,0.783898936171832,55.2231862651415
12,1,15,0.732644193167205,65.890117319475
12,1,16,0.704384728256707,76.9659156648426
12,1,17,0.63086667037534,88.2759734871527
12,1,18,0.537440584430265,99.6457222072564
12,1,19,0.514583829295851,110.907803618079
12,1,20,0.551209446036112,121.900418490374
12,1,21,0.532017656987253,132.467838293805
12,1,22,0.457030708294904,142.46632839752
12,1,23,0.321747041795436,151.769338089227
12,1,24,0.29028426825957,160.265674637438
12,1,25,0,167.860685380954
12,1,26,0,170.415615009446
12,1,27,0,167.962416430358
12,1,28,0,165.357055113174
12,1,29,0,159.9323723547
12,1,30,0,152.580468256141
12,2,2,0.625165569797551,0
12,2,3,0.634330034327485,0
12,2,4,0.66289899494675,0
12,2,5,0.667830179918272,0.403574666298463
12,2,6,0.723536260895014,1.96041160052623
12,2,7,0.729873774847157,4.83690735526916
12,2,8,0.765587377040496,9.0584829079657
12,2,9,0.721457869499358,14.5856936833471
12,2,10,0.720019649982504,21.3571866444268
12,2,11,0.741632045480951,29.2768806226521
12,2,12,0.738578582100654,38.2218805586761
12,2,13,0.693423964650451,48.0486019609201
12,2,14,0.748896683660759,58.5998989617326
12,2,15,0.649571093258401,69.7129106086187
12,2,16,0.56980428679197,81.2141841947683
12,2,17,0.601370739477966,92.9299286017076
12,2,18,0.607981914434963,104.686003811238
12,2,19,0.314271235540169,116.30994024954
12,2,20,0.248378364522785,127.636215150449
12,2,21,0.423382510729125,138.510733530686
12,2,22,0.219813797955245,148.789992963125
12,2,23,0.255806491151406,158.344662312475
12,2,24,0,167.062204199978
12,2,25,0,174.848650675306
12,2,26,0,177.378389754298
12,2,27,0,175.079590623111
12,2,28,0,172.606694012838
12,2,29,0,166.570690932067
12,2,30,0,159.370938711636
12,3,3,0.648565775962529,0
12,3,4,0.676200128546146,0
12,3,5,0.762164625875141,0.49221054111431
12,3,6,0.774462303706249,2.30313157842334
12,3,7,0.747031668116831,5.54328484948168
12,3,8,0.740152611776689,10.2083716808842
12,3,9,0.738486875118186,16.2348761079647
12,3,10,0.724949099715352,23.5294283121792
12,3,11,0.720155486151444,31.9775481306894
12,3,12,0.697036923358185,41.4460006089434
12,3,13,0.683175868408654,51.7868923194999
12,3,14,0.65664216193993,62.8396335259244
12,3,15,0.624538047052491,74.4341887259429
12,3,16,0.589972379505829,86.3960034591392
12,3,17,0.555212122374554,98.5471805942696
12,3,18,0.498871873347418,110.710336178434
12,3,19,0.425643427602165,122.712006729008
12,3,20,0.339658895445607,134.38593925812
12,3,21,0.231706310313811,145.576103299157
12,3,22,0.142994554701152,156.138527410221
12,3,23,0.490513590544257,165.944162491823
12,3,24,0,174.881050052937
12,3,25,0,182.856079698647
12,3,26,0,185.356123143152
12,3,27,0,183.202900222177
12,3,28,0,180.850409286341
12,3,29,0,174.198544132489
12,3,30,0,167.138774999009
12,4,4,0.717979987529154,0
12,4,5,0.761566717018324,0.778501038809102
12,4,6,0.762587890286905,3.10184547189645
12,4,7,0.77117145742757,6.93378143146917
12,4,8,0.74539913005428,12.2146320238475
12,4,9,0.746427521058211,18.8623943885068
12,4,10,0.742753489973392,26.7742481576133
12,4,11,0.741217637814541,35.8284438253164
12,4,12,0.733987146837231,45.8865341395117
12,4,13,0.723339383721557,56.7959049750988
12,4,14,0.707302966754884,68.3925563703379
12,4,15,0.686772816685756,80.5040796222104
12,4,16,0.65659660336219,92.9527726378451
12,4,17,0.617941393384836,105.558833199957
12,4,18,0.576353024704079,118.143568474018
12,4,19,0.614223840059238,130.532558987971
12,4,20,0.567054401013375,142.558716451024
12,4,21,0.523060906417872,154.065177120503
12,4,22,0.305790070077334,164.907975924587
12,4,23,0.453183155946791,174.958451130036
12,4,24,0,184.105334912067
12,4,25,0,192.256491622552
12,4,26,0,194.71256650218
12,4,27,0,192.68896784314
12,4,28,0,190.361453937299
12,4,29,0,183.162704331207
12,4,30,0,176.224992266922
12,5,5,0.785131768723257,2.81463179126761
12,5,6,0.795565618007547,5.83885379463668
12,5,7,0.818434825572534,10.3627314851216
12,5,8,0.80145187370624,16.3229671002234
12,5,9,0.806183667922801,23.634061484578
12,5,10,0.807031966009377,32.1898588544907
12,5,11,0.80654694862545,41.8654692842364
12,5,12,0.804262903529086,52.5195315621381
12,5,13,0.787664445188321,63.9967724523623
12,5,14,0.763270630694498,76.1308126691469
12,5,15,0.748842366921468,88.7471651384374
12,5,16,0.701846333018612,101.666367481858
12,5,17,0.701896533046335,114.70718818149
12,5,18,0.648144756913007,127.68984461914
12,5,19,0.538877038838728,140.439171154041
12,5,20,0.454310595235531,152.787676606363
12,5,21,0.405601578622736,164.578432923512
12,5,22,0.460988985466001,175.667740370577
12,5,23,0,185.927519230298
12,5,24,0,195.247383624971
12,5,25,0,203.536359566012
12,5,26,0,205.909573516843
12,5,27,0,203.975396285388
12,5,28,0,201.163978155303
12,5,29,0,193.853868205153
12,5,30,0,186.998027154657
12,6,6,0.819668716493917,11.1956529418925
12,6,7,0.826794767348094,16.3980380922472
12,6,8,0.834865575503337,23.0213880018213
12,6,9,0.835777440434735,30.9767729808295
12,6,10,0.835308625197378,40.1547815220752
12,6,11,0.806194408059572,50.4274762634887
12,6,12,0.806816568796384,61.6506875560267
12,6,13,0.773441993468578,73.6666002580703
12,6,14,0.771668066239807,86.3065836975732
12,6,15,0.743890906907148,99.3942100664329
12,6,16,0.642348521345871,112.748402931196
12,6,17,0.64710642489597,126.186655131123
12,6,18,0.61599517230844,139.528254135897
12,6,19,0.484740195875514,152.59745297304
12,6,20,0.478415568057334,165.22652610653
12,6,21,0.463819009482317,177.258652124966
12,6,22,0.453038399744237,188.550568727355
12,6,23,0,198.974950201192
12,6,24,0,208.422463273038
12,6,25,0,216.803463758854
12,6,26,0,219.048245164021
12,6,27,0,217.157369779552
12,6,28,0,213.617320063498
12,6,29,0,206.357749829827
12,6,30,0,199.539552664595
12,7,7,0.835310111534453,24.9558452885904
12,7,8,0.842821917959165,32.2201808983544
12,7,9,0.844589196006641,40.795048334794
12,7,10,0.809663332781574,50.5678725231556
12,7,11,0.811146925013594,61.4077736766834
12,7,12,0.781849056285601,73.1678907641918
12,7,13,0.777846933390729,85.6879949250451
12,7,14,0.750273751035125,98.7973424171649
12,7,15,0.714290303082845,112.317712062852
12,7,16,0.647622828054762,126.066568637358
12,7,17,0.650939342868099,139.860291296133
12,7,18,0.488392048278792,153.517405004465
12,7,19,0.486676140614809,166.861753038942
12,7,20,0.486815619426477,179.725549969758
12,7,21,0.485208762618566,191.95225707695
12,7,22,0,203.399225848738
12,7,23,0,213.940059978801
12,7,24,0,223.466652023055
12,7,25,0,231.890857476548
12,7,26,0,233.958827489689
12,7,27,0,232.062536739704
12,7,28,0,227.753243083486
12,7,29,0,220.497659966136
12,7,30,0,213.670891932124
12,8,8,0.81992816629877,43.7878288723693
12,8,9,0.816109810938626,52.9518416879738
12,8,10,0.81549808834662,63.2866782822907
12,8,11,0.813419225269709,74.6586329367436
12,8,12,0.780632146150636,86.9182812231812
12,8,13,0.749817487383102,99.9031190740579
12,8,14,0.716549709801457,113.440437665122
12,8,15,0.648935954027091,127.350378786889
12,8,16,0.651157881463549,141.449111922614
12,8,17,0.487804485220373,155.552071966193
12,8,18,0.492863729926538,169.477195448225
12,8,19,0.484150301560665,183.048093312417
12,8,20,0.486787458824635,196.09709969238
12,8,21,0,208.468138750217
12,8,22,0,220.019355398362
12,8,23,0,230.625460556688
12,8,24,0,240.179747398162
12,8,25,0,248.595741688785
12,8,26,0,250.436146584029
12,8,27,0,248.483560994346
12,8,28,0,243.362701709132
12,8,29,0,236.062797242993
12,8,30,0,229.179693902113
12,9,9,0.809226166429025,67.2709282988837
12,9,10,0.782653463486423,78.1299094171035
12,9,11,0.782038086392285,89.9938519975841
12,9,12,0.747312797135096,102.710906442737
12,9,13,0.714303579527437,116.116441577824
12,9,14,0.652381532810053,130.03594037128
12,9,15,0.647158504806502,144.288072064976
12,9,16,0.519674594844588,158.687881717216
12,9,17,0.487994701363172,173.050035942181
12,9,18,0.48597196830168,187.192062631901
12,9,19,0.48641028345313,200.937522689174
12,9,20,0,214.119053276174
12,9,21,0,226.581224761927
12,9,22,0,238.183157376762
12,9,23,0,248.800848473751
12,9,24,0,258.329167155437
12,9,25,0,266.683479728269
12,9,26,0,268.243738420424
12,9,27,0,266.182368157392
12,9,28,0,260.206464611045
12,9,29,0,252.812731563491
12,9,30,0,245.824537306108
12,10,10,0.752033161764818,94.8805699315991
12,10,11,0.748080860753168,107.191947658179
12,10,12,0.715128048583766,120.31997535215
12,10,13,0.651175766610417,134.098051605999
12,10,14,0.617169743426363,148.350016086798
12,10,15,0.486367699838419,162.893237221065
12,10,16,0.487581274821692,177.541812946296
12,10,17,0.490233319431782,192.109823176346
12,10,18,0.387707464842966,206.414571697912
12,10,19,0,220.279755526518
12,10,20,0,233.538501295043
12,10,21,0,246.036210993361
12,10,22,0,257.633163267032
12,10,23,0,268.206821435865
12,10,24,0,277.653805307797
12,10,25,0,285.891490618569
12,10,26,0,287.117777381376
12,10,27,0,284.894107236036
12,10,28,0,278.019107130997
12,10,29,0,270.481425451287
12,10,30,0,263.338978750052
12,11,11,0.711187019728037,126
12,11,12,0.680430065443805,139.488758500468
12,11,13,0.615457055241086,153.587612862659
12,11,14,0.486007770795897,168.118931469278
12,11,15,0.487645330566216,182.89895995995
12,11,16,0.486785909044743,197.741031906839
12,11,17,0.290544719362868,212.458826687945
12,11,18,0,226.869612220178
12,11,19,0,240.797410594258
12,11,20,0,254.076026266548
12,11,21,0,266.551879275272
12,11,22,0,278.086589902091
12,11,23,0,288.559266213273
12,11,24,0,297.868451885057
12,11,25,0,305.933698522904
12,11,26,0,306.771553214682
12,11,27,0,304.279389768278
12,11,28,0,296.513536645562
12,11,29,0,288.781780413172
12,11,30,0,281.436117929129
12,12,12,0.612941077111261,159.934061859669
12,12,13,0.486011643546566,174.298884558626
12,12,14,0.484731050907389,189.053620480242
12,12,15,0.32363998029033,204.013575794239
12,12,16,0,218.991506881565
12,12,17,0,233.800882279568
12,12,18,0,248.259124901563
12,12,19,0,262.190772600296
12,12,20,0,275.430496826208
12,12,21,0,287.825922010312
12,12,22,0,299.240192318749
12,12,23,0,309.554237499202
12,12,24,0,318.668695564678
12,12,25,0,326.505456914471
12,12,26,0,326.900414515697
12,12,27,0,323.523604802938
12,12,28,0,315.385967961214
12,12,29,0,307.410625051432
12,12,30,0,299.672184108463
12,13,13,0,195.924724643009
12,13,14,0,210.844725138516
12,13,15,0,225.925746200535
12,13,16,0,240.980157540779
12,13,17,0,255.821408994554
12,13,18,0,270.267270869035
12,13,19,0,284.14298808327
12,13,20,0,297.284287960268
12,13,21,0,309.54018447679
12,13,22,0,320.775525856921
12,13,23,0,330.873237527893
12,13,24,0,339.736218536094
12,13,25,0,347.288856423872
12,13,26,0,347.187087309006
12,13,27,0,342.743013927341
12,13,28,0,334.321256628033
12,13,29,0,326.054052509058
12,13,30,0,317.232356302692
12,14,14,0,233.168016416221
12,14,15,0,248.309906551768
12,14,16,0,263.3803276643
12,14,17,0,278.192904358116
12,14,18,0,292.565947145292
12,14,19,0,306.325598813045
12,14,20,0,319.308830025886
12,14,21,0,331.366227157241
12,14,22,0,342.364519488453
12,14,23,0,352.188798104021
12,14,24,0,360.744384944765
12,14,25,0,367.958317430627
12,14,26,0,367.307269543925
12,14,27,0,361.75245015797
12,14,28,0,352.998490560824
12,14,29,0,344.391101276537
12,14,30,0,334.432706859447
12,15,15,0,270.831983583779
12,15,16,0,285.857518554957
12,15,17,0,300.580691413471
12,15,18,0,314.820544974564
12,15,19,0,328.404309070014
12,15,20,0,341.17038264992
12,15,21,0,352.971103930218
12,15,22,0,363.675255988264
12,15,23,0,373.170260457618
12,15,24,0,381.364018158482
12,15,25,0,388.186362496658
12,15,26,0,386.935396483869
12,15,27,0,380.228696634894
12,15,28,0,371.09673479181
12,15,29,0,361.691231553011
12,15,30,0,350.809949944763
12,16,16,0,308.075275356991
12,16,17,0,322.648809541493
12,16,18,0,336.69584279364
12,16,19,0,350.044878424107
12,16,20,0,362.535924984432
12,16,21,0,374.023247488018
12,16,22,0,384.377850222474
12,16,23,0,393.489644138314
12,16,24,0,401.269258035987
12,16,25,0,407.649459814888
12,16,26,0,405.750468182548
12,16,27,0,397.853706725627
12,16,28,0,388.300820666276
